or,Portland,24229,45.5958,-122.6093
or,Redmond,24230,44.2558,-121.1392
or,Salem,24232,44.905,-123.0011
pa,Allentown,14737,40.64985,-75.44771
pa,Bradford,04751,41.8,-78.6333
pa,Erie,14860,42.0803,-80.1824
pa,Harrisburg,14751,40.21722,-76.85139
pa,Philadelphia,13739,39.87327,-75.22678
pa,Pittsburgh,14762,40.35472,-79.92167
pa,Wilkes-Barre,14777,41.3336,-75.7269
pa,Williamsport,14778,41.2433,-76.9217
ri,Providence,14765,41.7225,-71.4325
sc,Charleston,13880,32.89943,-80.04075
sc,Columbia,13883,33.9419,-81.1181
sc,Greenville,13886,34.84611,-82.34611
sd,Huron,14936,44.3981,-98.2231
sd,RapidCity,24090,44.0433,-103.0536
sd,SiouxFalls,14994,40.78861,-99.77083
tn,Bristol,13877,36.47967,-82.39898
tn,Chattanooga,13882,35.03362,-85.20044
tn,Knoxville,13891,35.8181,-83.9858
tn,Memphis,13893,35.0564,-89.9865
tn,Nashville,13897,36.11889,-86.68917
tx,Abliene,13910,32.43333,-99.85
tx,Amarillo,23047,35.2295,-101.7042
tx,Austin,13904,30.1831,-97.6799
tx,Brownsville,12919,25.9141,-97.423
tx,CorpusChristi,12924,27.7742,-97.5122
tx,ElPaso,23044,31.81111,-106.37583
tx,FortWorth,03927,32.8978,-97.0189
tx,Houston,12918,29.63806,-95.28194
tx,Lubbock,23042,33.6656,-101.8231
tx,Lufkin,93987,31.23611,-94.75444
tx,PortAuthur,12917,29.95056,-94.02056
tx,SanAngelo,23034,31.35167,-100.495
tx,SanAntonio,12921,29.5443,-98.4839
tx,Victoria,12912,28.8614,-96.9303
tx,Waco,13959,31.61889,-97.22833
tx,WichitaFalls,13966,33.9786,-98.4928
ut,SaltLakeCity,24127,40.7781,-111.9694
vt,Burlington,14742,44.4683,-73.1499
va,lynchburg,13733,37.3208,-79.2067
va,Norfolk,03701,36.66556,-76.32056
va,Richmond,13740,37.51151,-77.32344
va,Roanoke,13741,37.3169,-79.9741
va,Sterling,93738,38.9349,-77.4473
wa,Olympia,24227,46.9733,-122.9033
wa,Quillayute,94240,47.9375,-124.555
wa,Seattle,24233,47.4444,-122.3138
wa,Spokane,24157,47.6216,-117.528
wa,Yakima,24243,46.5683,-120.5428
wv,Charleston,13866,38.3794,-81.59
wv,Elkins,13729,38.8853,-79.8528
wv,Huntington,03860,38.365,-82.555
wi,EauClaire,14994,40.78861,-99.77083
wi,GreenBay,14898,44.4794,-88.1366
wi,LaCrosse,14920,43.8788,-91.2527
wi,Madison,14837,43.1405,-89.3452
wi,Milwaukee,14839,42.955,-87.9044
wy,Casper,24089,42.89779,-106.47371
wy,Cheyenne,24018,41.15778,-104.80694
wy,Lander,24021,42.81538,-108.72611
wy,RockSprings,24027,41.59466,-109.05296
wy,Sheridan,24029,44.7694,-106.9688
