al,Birmingham,13876,33.566,-86.745
al,Huntsville,03856,34.644,-86.7861
al,Mobile,13894,30.68833,-88.24556
al,Montgomery,13895,32.2997,-86.4075
az,Flagstaff,03103,35.1551,-111.6663
az,Phoenix,23183,33.4277,-112.0038
az,Prescott,23184,34.65167,-112.42083
az,Tucson,23160,32.1313,-110.9552
ar,FortSmith,13964,35.333,-94.3625
ar,LittleRock,13963,34.7273,-92.2389
ca,Arcata,24283,40.97806,-124.10861
ca,Bakerfield,23155,35.4344,-119.0542
ca,Daggett,23161,34.8536,-116.7858
ca,LosAngeles,23174,33.938,-118.3888
ca,Persno,93193,36.78,-119.7194
ca,Sacramento,23206,38.56667,-121.3
ca,SanDiego,23188,32.7336,-117.1831
ca,SanFrancisco,23234,37.6197,-122.3647
ca,SantaMaria,23273,34.8994,-120.4486
co,Boulder,03017,39.8328,-104.6575
co,ColoradoSpring,93037,38.81,-104.6884
co,Eagle,23063,39.65,-106.91667
co,GrandJunction,23066,39.1342,-108.54
co,Pueblo,93058,38.2901,-104.4983
ct,Bridgeport,94702,41.1583,-73.1289
ct,Hartford,14752,41.73611,-72.65056
de,Wilmington,13781,39.6744,-75.60567
fl,DaytonaBeach,12834,29.1828,-81.0483
fl,Jacksonville,13889,30.495,-81.6936
fl,Miami,12839,35.7881,-80.3169
fl,Tallahassee,93805,30.39306,-84.35333
fl,Tampa,12842,27.96194,-82.5403
fl,WestPalmBeach,12844,26.6847,-80.0994
ga,Athens,13873,33.948,-83.3275
ga,Atlanta,13874,33.6301,-84.4418
ga,Augusta,03820,33.3644,-81.9633
ga,Columbus,93842,32.5161,-84.9422
ga,Macon,03813,32.6847,-83.6527
ga,Savannah,13824,32.01667,-81.1333
id,Boise,24131,43.5666,-116.2405
id,Pocatello,24156,42.9202,-112.5711
il,Chicago,94846,41.995,-87.9336
il,Moline,14923,41.46528,-90.52333
il,Peoria,14842,40.6675,-89.6839
il,Rockford,94822,42.1927,-89.093
il,Springfield,93822,39.8447,-89.6839
in,Evansville,93817,38.0441,-87.5205
in,FortWayne,14827,40.9705,-85.2063
in,Indianapolis,93819,39.72517,-82.28168
in,SouthBend,14848,41.7072,-86.3163
ia,DesMoines,14933,41.5338,-93.653
ia,SiouxCity,14943,42.3913,-96.3791
ia,Waterloo,94910,42.5544,-92.4011
ks,DodgeCity,13985,37.7686,-99.9678
ks,Goodland,23065,39.36722,-101.69333
ks,Topeka,13996,39.0725,-95.6521
ks,Wichita,03923,37.61667,-97.26667
ky,Covington,93814,39.0444,-84.6724
ky,Lexington,93820,38.0408,-84.6058
ky,Louisville,13810,38.22806,-85.66361
la,BatonRouge,13970,30.5372,-91.1469
la,LakeCharles,03937,30.12472,-93.22833
la,NewOrleans,12916,29.99691,-90.27751
la,Shreveport,13957,32.4472,-93.8244
me,Caribou,14607,46.8705,-68.0173
me,Portland,14764,43.64222,-70.30444
md,Baltimore,93721,39.17333,-76.684
ma,Boston,14739,42.3606,-71.0097
ma,Worchester,94746,44.45,-95.81667
mi,Alpena,94849,45.0716,-83.5644
mi,Detroit,14822,42.40917,-83.01
mi,Flint,14826,42.9666,-83.7494
mi,GrandRapids,94860,42.8825,-85.52389
mi,Houghton,94814,44.3591,-84.6738
mi,Lansing,14836,42.7761,-84.5997
mi,Muskegon,14840,43.17111,-86.23667
mi,SaultSt.Marie,14847,46.4794,-84.3572
mi,TraverseCity,14850,44.74083,-85.5825
mn,Alexander,14910,45.8679,-95.3941
mn,Bemidjii,14958,47.5,-94.93333
mn,Brainerd,94938,46.40472,-94.13083
mn,Duluth,14913,46.8369,-92.1833
mn,Ely,00000,0,0
mn,GrandRapids,00000,0,0
mn,InterFalls,14918,48.5614,-93.3981
mn,Minneapolis,14922,44.8831,-93.2289
mn,Rochester,14925,43.9041,-92.4916
mn,SaintCloud,14926,45.5433,-94.0513
ms,Jackson,03940,32.3205,-90.0777
ms,Meridain,13865,32.3347,-88.7442
mo,Columbia,03945,38.8169,-92.2183
mo,KansasCity,13988,39.1208,-94.5969
mo,Springfield,13995,37.23985,-93.39007
mo,St.Louis,13994,38.7525,-90.3736
mt,Billings,24033,45.8069,-108.5422
mt,Cut Bank,24137,48.6033,-112.3752
mt,Glasgow,94008,48.2138,-106.6214
mt,GreatFalls,24143,47.4733,-111.3822
mt,Helena,24144,46.6056,-111.9636
mt,Kalispell,24146,48.3042,-114.2636
mt,Lewistown,24036,47.0492,-109.4578
mt,MilesCity,24037,46.4266,-105.8825
mt,Missoula,24153,46.9208,-114.0925
ne,GrandIsland,14935,40.9611,-98.3136
ne,Norfolk,14941,41.9855,-97.4352
ne,NorthPlatte,24023,41.1213,-100.6694
ne,Omaha,14942,41.3102,-95.8991
ne,Scottsbluff,24028,41.8705,-103.593
nv,Elko,24121,40.8288,-115.7886
nv,Ely,23154,39.2952,-114.8466
nv,LasVegas,23169,36.0719,-115.1634
nv,Reno,23185,39.4838,-119.7711
nv,Tonopah,23153,38.0511,-117.0902
nv,Winnemcucca,24128,40.9017,-117.808
nh,Concord,14745,43.2049,-71.50274
nj,AtlanticCity,93730,39.45202,-74.56699
nj,Newwark,14734,40.6825,-74.1694
nm,Albuquerque,23050,35.0419,-106.6155
nm,Tucumcari,23048,35.1822,-103.60306
ny,Albany,14735,42.74722,-73.79912
ny,Binghamton,04725,42.2068,-75.98
ny,Buffalo,14733,42.9408,-78.7358
ny,Massena,94725,44.93583,-74.84583
ny,NewYorkCity,14732,40.7792,-73.38
ny,Rochester,14768,43.1167,-77.6767
ny,Syracuse,14771,43.1111,-76.1038
nc,Asheville,03812,35.4319,-82.5375
nc,CapeHatteras,93729,35.2326,-75.6219
nc,Charlotte,13881,35.2236,-80.9552
nc,Greensboro,13723,36.0969,-79.9432
nc,Raleigh,13722,35.8923,-78.7819
nc,Wilmington,13748,34.2675,-77.8997
nd,Bismarck,24011,46.7825,-100.7572
nd,Fargo,14914,46.9253,-96.8111
nd,Minot,24013,48.2552,-101.2733
oh,Akron,14895,40.9181,-81.4435
oh,Cleveland,14820,41.4057,-81.852
oh,Columbus,13812,39.81667,-82.93333
oh,Dayton,93815,39.9064,-84.2185
oh,Mansfield,14891,40.8204,-82.5178
oh,Toledo,94830,41.5871,-83.8055
oh,Youngstown,14852,41.2528,-80.6737
ok,OklahomaCity,13967,35.3889,-97.6006
ok,Tulsa,13968,36.1994,-95.8872
or,Astoria,94224,46.1569,-123.8825
or,Burns,94185,43.595,-118.9564
or,Eugene,24221,44.1278,-123.2206
or,Medford,24225,42.3811,-122.8722
or,NorthBend,24284,43.41333,-124.24361
or,Pendleton,24155,45.6983,-118.8547
