1 31 1995
24.2	17.0	10.8	155.5	95.6	91.9	27.6	.0	
36.7	24.4	13.5	274.9	179.5	83.1	11.8	.0	
30.5	15.4	8.0	189.0	262.4	4.4	.0	.0	
36.0	16.1	6.3	210.8	180.1	37.5	.0	.0	
38.2	20.2	12.4	224.9	170.1	65.0	.0	.0	
33.9	29.2	11.2	53.7	117.4	91.9	.0	.0	
30.7	29.2	6.6	191.9	98.5	100.0	.0	.0	
27.6	19.7	8.8	262.5	144.8	74.4	.0	.0	
33.5	29.2	8.6	177.2	113.0	98.1	19.7	.0	
31.6	22.8	19.5	253.1	177.6	56.9	55.1	.0	
19.7	7.5	19.3	270.2	251.5	53.1	.0	.0	
14.9	-4.5	9.4	207.8	303.4	4.4	.0	.0	
14.6	13.1	9.1	51.9	107.9	100.0	.0	.0	
28.8	29.3	4.3	129.0	109.5	100.0	.0	260.0	
3 31 1995
28.6	27.8	3.5	159.0	111.1	98.8	.0	.0	
24.8	20.5	6.4	300.2	162.4	69.4	.0	.0	
21.6	17.2	6.4	104.9	165.7	70.0	.0	.0	
26.6	24.6	4.7	141.9	212.7	35.6	.0	.0	
28.2	27.3	11.6	48.4	142.2	85.6	.0	.0	
34.2	34.2	6.7	180.2	120.4	93.8	.0	.0	
39.3	37.0	8.7	124.9	143.9	96.2	.0	.0	
52.5	53.3	20.6	198.4	130.9	94.4	43.3	.0	
25.2	14.8	20.9	294.3	211.9	71.9	35.4	40.0	
21.3	2.1	13.0	293.7	357.7	11.9	.0	.0	
25.4	3.8	5.0	113.7	133.3	96.9	.0	.0	
31.5	24.0	8.5	157.8	197.7	91.9	.0	.0	
46.0	37.1	9.6	221.9	364.1	24.4	.0	.0	
36.4	35.8	5.8	73.7	132.8	100.0	.0	.0	
43.9	40.6	5.9	92.5	134.5	100.0	.0	.0	
42.8	38.4	7.4	154.3	244.0	76.2	.0	.0	
39.7	40.6	5.4	76.1	137.9	100.0	35.4	.0	
39.5	32.1	9.8	263.1	193.4	59.4	7.9	.0	
38.2	26.3	7.7	84.9	286.2	63.8	.0	.0	
39.6	31.4	13.6	197.8	291.4	69.4	.0	.0	
46.6	45.5	13.4	209.6	149.7	90.6	27.6	.0	
39.8	30.3	10.8	271.4	180.4	90.6	.0	.0	
38.0	31.9	12.9	300.8	178.3	83.8	.0	.0	
32.3	21.9	12.2	276.6	150.1	88.8	.0	.0	
33.3	14.7	14.5	314.3	261.2	83.1	.0	.0	
39.2	22.8	14.0	300.8	380.5	26.2	.0	.0	
37.9	20.9	7.7	116.1	387.3	24.4	.0	.0	
36.8	17.7	6.8	107.8	331.4	56.2	.0	.0	
40.7	17.8	8.8	97.2	441.4	22.5	.0	.0	
35.9	35.2	9.3	176.6	167.5	95.6	19.7	.0	
39.5	29.2	12.2	279.0	268.5	62.5	3.9	.0	
4 30 1995
36.4	17.5	9.4	277.8	401.5	30.0	.0	.0	
35.6	7.6	7.3	185.5	318.5	65.6	.0	.0	
37.3	10.3	10.3	134.6	395.3	48.7	.0	.0	
36.8	31.4	18.2	241.9	206.0	76.2	23.6	.0	
20.0	-1.1	30.3	284.9	392.5	41.9	.0	.0	
29.0	8.0	12.6	249.0	396.2	44.4	.0	.0	
39.7	23.4	8.5	184.9	495.2	5.0	.0	.0	
32.5	23.7	6.0	209.0	178.2	91.9	.0	.0	
42.5	41.4	9.6	246.1	216.9	96.9	3.9	.0	
37.8	16.9	8.3	310.2	323.8	63.8	.0	.0	
42.4	19.2	7.3	100.2	315.2	65.6	.0	.0	
42.5	38.5	9.1	136.1	182.6	100.0	11.8	.0	
50.1	44.2	13.4	247.2	245.7	93.1	66.9	.0	
42.6	30.5	13.1	296.1	266.9	85.0	.0	.0	
38.8	23.2	15.5	273.1	347.8	60.0	.0	.0	
37.1	25.3	12.9	283.7	194.8	92.5	.0	.0	
42.7	26.9	7.0	196.6	537.0	14.4	.0	.0	
48.2	32.8	8.2	104.9	508.6	35.0	.0	.0	
48.7	49.3	10.1	182.5	193.3	100.0	70.9	.0	
53.2	38.9	9.5	305.5	489.0	40.6	.0	.0	
46.2	41.3	10.0	121.4	199.0	98.8	23.6	.0	
49.1	42.3	15.4	265.5	292.6	76.2	.0	.0	
43.6	28.1	16.6	279.0	400.7	41.9	.0	.0	
46.8	24.5	5.0	153.7	531.5	21.9	.0	.0	
49.8	24.2	10.1	191.9	398.4	62.5	.0	.0	
50.0	31.6	13.2	273.7	472.0	48.1	.0	.0	
55.5	36.4	8.8	167.2	442.3	61.9	.0	.0	
46.6	45.1	6.9	89.6	222.6	90.6	3.9	.0	
47.7	37.8	6.6	178.4	267.8	93.1	.0	.0	
44.2	40.7	8.4	83.1	246.7	90.6	7.9	.0	
5 31 1995
44.2	40.7	8.4	83.1	.0	90.6	.0	.0	
44.2	40.7	8.4	83.1	.0	90.6	.0	.0	
44.2	40.7	8.4	83.1	.0	90.6	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
6 30 1995
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
*	*	*	*	.0	*	.0	.0	
7 31 1995
69.9	63.7	11.4	220.2	.0	*	3.9	.0	
66.7	56.5	10.9	265.8	.0	*	.0	.0	
65.9	49.7	9.4	248.6	.0	*	.0	.0	
70.8	54.5	8.1	219.0	.0	*	.0	.0	
69.3	60.4	9.2	214.2	.0	*	.0	.0	
71.4	61.6	11.2	201.3	.0	*	.0	.0	
73.5	64.9	11.8	193.1	.0	*	.0	.0	
67.6	62.8	9.8	212.2	.0	*	133.9	.0	
62.6	52.6	11.3	272.6	.0	*	.0	.0	
66.6	54.7	9.3	241.4	.0	*	.0	.0	
63.4	59.5	6.6	143.8	.0	*	19.7	.0	
68.7	60.5	7.1	217.0	.0	*	.0	.0	
74.0	65.0	11.9	230.2	.0	*	.0	.0	
81.6	68.2	12.4	241.4	.0	*	.0	.0	
78.9	65.5	12.4	287.4	.0	*	7.9	.0	
71.8	57.8	6.7	189.4	.0	*	.0	.0	
62.1	56.5	8.2	87.4	.0	*	19.7	.0	
63.8	61.9	6.5	116.6	.0	*	19.7	.0	
71.0	58.3	11.8	270.2	.0	*	.0	.0	
73.7	57.8	11.5	230.2	.0	*	.0	.0	
72.3	63.4	8.7	239.0	.0	*	.0	.0	
74.1	63.3	5.8	161.4	.0	*	.0	.0	
72.1	67.6	8.6	172.2	.0	*	.0	.0	
75.0	64.5	8.5	255.0	.0	*	11.8	.0	
73.6	70.9	4.2	121.4	.0	*	11.8	.0	
77.0	72.2	10.4	209.4	.0	*	.0	.0	
77.2	67.2	7.1	229.8	.0	*	.0	.0	
74.0	69.3	6.7	136.2	.0	*	66.9	.0	
77.3	70.3	11.5	224.2	.0	*	133.9	.0	
76.3	57.8	9.3	293.8	.0	*	.0	.0	
73.7	55.8	8.7	238.6	.0	*	.0	.0	
8 31 1995
77.4	61.6	11.3	234.2	.0	*	.0	.0	
75.2	66.3	7.7	170.2	.0	*	11.8	.0	
66.8	62.6	5.7	86.6	.0	*	35.4	.0	
72.7	59.4	8.7	198.2	.0	*	15.7	.0	
66.9	54.9	6.3	118.2	.0	*	51.2	.0	
60.1	49.8	11.4	49.8	.0	*	63.0	.0	
61.9	43.4	11.4	61.0	.0	*	.0	.0	
67.5	49.4	5.2	203.8	.0	*	.0	.0	
70.0	56.4	8.5	237.0	.0	*	.0	.0	
71.3	57.4	9.4	241.8	.0	*	.0	.0	
73.1	64.2	12.2	223.8	.0	*	.0	.0	
72.8	66.9	12.2	242.2	.0	*	.0	.0	
71.5	56.7	8.7	295.8	.0	*	.0	.0	
72.3	60.0	4.9	165.8	.0	*	.0	.0	
71.3	63.2	7.7	199.4	.0	*	.0	.0	
76.2	69.0	7.1	210.2	.0	*	.0	.0	
77.5	64.5	7.5	80.7	.0	*	.0	.0	
72.0	58.3	11.5	45.1	.0	*	.0	.0	
62.7	47.5	9.3	40.2	.0	*	.0	.0	
64.7	48.5	4.5	111.0	.0	*	.0	.0	
73.5	58.2	10.4	253.6	.0	*	.0	.0	
69.5	50.4	11.9	298.0	.0	*	.0	.0	
64.9	49.8	10.4	267.4	.0	*	.0	.0	
67.5	49.9	14.8	272.6	.0	*	.0	.0	
59.6	44.1	12.6	309.8	.0	*	.0	.0	
62.0	50.2	7.8	251.8	.0	*	.0	.0	
62.9	57.0	7.6	265.4	.0	*	15.7	.0	
63.0	47.4	7.2	78.6	.0	*	.0	.0	
64.4	50.1	6.4	215.4	.0	*	.0	.0	
65.7	44.4	11.6	309.4	.0	*	.0	.0	
69.0	55.2	10.6	155.8	.0	*	7.9	.0	
9 30 1995
70.8	57.8	11.5	250.6	.0	*	.0	.0	
65.2	45.2	7.9	211.4	.0	*	.0	.0	
63.0	42.7	7.2	118.6	.0	*	.0	.0	
65.5	51.8	6.4	186.6	.0	*	.0	.0	
69.0	58.5	9.8	241.8	.0	*	.0	.0	
68.7	47.1	8.5	242.6	.0	*	.0	.0	
70.3	60.2	14.8	210.2	.0	*	.0	.0	
55.4	50.8	8.9	61.8	.0	*	.0	.0	
58.7	52.8	3.5	120.2	.0	*	.0	.0	
56.8	41.8	10.9	313.0	.0	*	.0	.0	
55.2	37.1	8.1	272.2	.0	*	.0	.0	
61.4	45.5	11.1	218.6	.0	*	.0	.0	
65.4	62.3	14.0	213.8	.0	*	.0	.0	
66.7	60.0	11.9	246.6	.0	*	7.9	.0	
55.3	38.7	8.0	263.8	.0	*	.0	.0	
54.5	40.3	7.4	115.8	.0	*	.0	.0	
55.1	53.7	8.9	126.6	.0	*	165.4	.0	
58.0	45.8	8.6	293.8	.0	*	.0	.0	
54.1	43.0	7.9	49.4	.0	*	.0	.0	
53.8	47.8	4.8	73.8	.0	*	.0	.0	
58.6	55.5	5.1	155.0	.0	*	.0	.0	
63.6	61.3	13.1	202.2	.0	*	78.7	.0	
50.7	38.2	10.7	309.0	.0	*	.0	.0	
48.7	38.3	7.4	100.6	.0	*	.0	.0	
50.8	43.4	6.0	64.6	.0	*	3.9	.0	
53.6	52.6	3.9	69.0	.0	*	63.0	.0	
58.9	50.8	10.6	221.8	.0	*	.0	.0	
55.7	35.2	9.7	280.6	.0	*	.0	.0	
49.6	36.5	6.7	57.0	.0	*	.0	.0	
51.0	40.3	5.1	75.0	.0	*	.0	.0	
10 31 1995
53.7	35.4	4.5	108.6	.0	*	.0	.0	
63.1	49.9	9.7	269.8	.0	*	.0	.0	
61.5	48.2	8.6	251.0	.0	*	.0	.0	
63.3	61.8	9.5	209.0	.0	*	31.5	.0	
56.5	56.2	9.8	97.8	.0	*	145.7	.0	
50.9	50.1	14.5	48.6	.0	*	126.0	.0	
50.4	50.2	7.8	49.0	.0	*	.0	.0	
54.4	47.2	11.0	261.8	.0	*	.0	.0	
51.8	41.8	8.7	256.6	.0	*	.0	.0	
54.3	44.0	4.7	177.8	.0	*	.0	.0	
57.4	48.5	10.2	247.8	.0	*	.0	.0	
63.5	45.4	12.6	258.6	.0	*	.0	.0	
67.0	50.6	9.9	243.4	.0	*	.0	.0	
63.7	58.8	15.3	205.8	.0	*	82.7	.0	
51.9	42.3	12.6	244.6	.0	*	27.6	.0	
45.7	32.1	17.0	249.4	.0	*	.0	.0	
43.2	28.4	10.3	262.6	.0	*	.0	.0	
52.0	35.3	16.4	211.8	.0	*	.0	.0	
56.9	43.4	6.4	123.8	.0	*	.0	.0	
52.2	51.6	8.5	55.0	.0	*	7.9	.0	
61.7	61.0	18.2	144.6	.0	*	295.3	.0	
48.2	39.9	9.5	229.4	.0	*	.0	.0	
55.0	39.6	9.8	228.2	.0	*	.0	.0	
58.6	49.2	14.1	209.8	.0	*	.0	.0	
49.7	37.6	10.9	279.4	.0	*	.0	.0	
46.1	33.8	7.5	256.2	.0	*	.0	.0	
51.7	43.0	10.8	174.6	.0	*	7.9	.0	
58.8	57.0	14.1	210.6	.0	*	141.7	.0	
44.2	32.0	14.8	259.0	.0	*	.0	.0	
39.4	24.2	11.9	266.6	.0	*	.0	.0	
38.8	25.4	4.7	169.0	.0	*	.0	.0	
11 30 1995
38.7	36.5	6.9	39.4	.0	*	3.9	.0	
45.6	45.3	5.1	49.8	.0	*	78.7	.0	
48.0	46.7	6.1	139.4	.0	*	.0	.0	
36.9	22.8	13.6	272.6	.0	*	.0	.0	
33.5	20.6	12.7	251.8	.0	*	.0	.0	
37.0	24.5	8.1	241.4	.0	*	.0	.0	
41.4	37.0	9.6	214.2	.0	*	70.9	.0	
38.3	28.6	14.3	275.4	.0	*	.0	.0	
27.0	11.5	14.0	265.0	.0	*	.0	.0	
33.4	23.6	10.6	196.2	.0	*	.0	.0	
53.4	49.4	18.5	172.2	.0	*	11.8	.0	
38.9	30.6	21.2	227.8	.0	*	137.8	.0	
28.8	21.8	5.4	171.4	.0	*	.0	.0	
35.1	34.2	15.2	48.6	.0	*	63.0	.0	
39.9	35.0	17.0	142.2	.0	*	39.4	.0	
32.1	21.2	10.2	232.2	.0	*	.0	.0	
31.0	20.8	12.4	260.2	.0	*	.0	.0	
30.8	25.0	5.6	127.4	.0	*	7.9	20.0	
34.3	33.3	7.6	226.2	.0	*	11.8	.0	
34.4	34.2	7.2	92.2	.0	*	.0	.0	
39.5	33.0	8.2	231.8	.0	*	3.9	.0	
33.1	24.2	14.9	263.0	.0	*	.0	.0	
31.2	22.0	12.7	224.2	.0	*	.0	.0	
30.6	16.2	6.2	260.6	.0	*	.0	.0	
27.8	20.4	7.0	77.8	.0	*	.0	.0	
34.0	24.6	7.9	304.7	.0	*	.0	.0	
36.8	30.3	5.2	121.8	.0	*	.0	.0	
44.6	33.2	17.5	245.4	.0	*	.0	.0	
25.8	22.1	8.7	75.0	.0	*	.0	50.0	
22.6	10.6	6.5	256.2	.0	*	.0	.0	
12 31 1995
33.1	28.3	18.7	224.2	.0	*	3.9	.0	
30.0	11.4	20.1	280.6	.0	*	.0	.0	
32.0	19.0	10.0	196.2	.0	*	11.8	.0	
37.3	27.4	11.7	266.6	.0	*	.0	.0	
28.9	18.0	6.7	135.0	.0	*	.0	.0	
31.7	23.8	9.3	223.0	.0	*	3.9	30.0	
26.6	11.3	9.8	251.2	.0	*	.0	.0	
20.5	7.9	7.9	231.4	.0	*	.0	.0	
21.5	17.0	9.9	88.6	.0	*	7.9	70.0	
15.4	6.8	14.6	255.4	.0	*	.0	.0	
12.0	1.7	16.6	249.4	.0	*	.0	.0	
13.2	1.1	14.2	251.8	.0	*	.0	.0	
15.3	3.4	8.2	307.0	.0	*	.0	.0	
14.0	9.7	8.2	60.2	.0	*	.0	60.0	
26.1	25.3	6.5	141.4	.0	*	.0	.0	
24.1	23.1	9.2	24.6	.0	*	.0	.0	
26.0	21.9	10.6	290.6	.0	*	.0	.0	
23.5	15.6	11.3	289.8	.0	*	.0	.0	
16.3	6.7	9.3	127.9	.0	*	.0	.0	
19.9	16.7	17.0	157.8	.0	*	.0	.0	
17.2	12.0	25.8	269.8	.0	*	.0	10.0	
25.3	18.3	18.8	284.2	.0	*	.0	.0	
27.4	20.8	12.7	295.4	.0	*	.0	.0	
25.6	19.1	11.9	291.4	.0	*	.0	.0	
23.0	17.0	16.7	280.2	.0	*	.0	.0	
24.7	17.5	19.4	276.2	.0	*	.0	.0	
23.2	16.1	16.7	293.0	.0	*	.0	.0	
24.9	18.6	14.1	289.8	.0	*	.0	.0	
24.4	16.1	11.9	277.0	.0	*	.0	.0	
27.3	18.1	9.5	236.2	.0	*	.0	.0	
29.5	22.0	6.2	247.8	.0	*	.0	.0	
