

  7     15     2006


       SIM Depth  SIM T  SIM DO  Field Depth  Field T  Field DO  Diff Tem   Diff DO
       -0.02     25.19      8.87
       -0.06     25.19      8.87
       -0.11     25.19      8.87
       -0.28     25.19      8.87
       -0.60     25.19      8.87
       -1.03     25.19      8.87
       -1.50     25.19      8.87
       -2.00     25.19      8.87
       -2.50     25.19      8.87
       -3.12     25.19      8.87
       -4.00     25.19      8.87
       -5.00     22.34     10.05
       -6.00     20.53     10.90
       -7.00     17.70     11.60
       -8.00     14.99     11.92
       -9.00     12.93     11.87
      -10.25     11.13     11.57
      -12.00      9.53     10.96
      -14.00      8.47     10.29
      -16.00      7.84      9.77
      -18.00      7.46      9.34
      -20.00      7.21      8.95
      -22.00      7.01      8.55
      -24.00      6.84      8.14
      -26.00      6.69      7.67
      -28.00      6.57      7.12
      -30.00      6.47      6.49
      -32.00      6.39      5.76
      -34.00      6.33      4.97
      -36.25      6.28      4.15
      -38.25      6.25      3.48
