

  9     13     2010


       SIM Depth  SIM T  SIM DO  Field Depth  Field T  Field DO  Diff Tem   Diff DO
       -0.02     18.56      8.64     -0.60     18.10      9.00      0.46     -0.36
       -0.06     18.56      8.64     -4.27     17.90      9.10      0.66     -0.46
       -0.11     18.56      8.64
       -0.20     18.56      8.64
       -0.30     18.56      8.64
       -0.40     18.56      8.64
       -0.50     18.56      8.64
       -0.62     18.56      8.64
       -0.80     18.56      8.64
       -1.01     18.56      8.64
       -1.25     18.56      8.64
       -1.56     18.56      8.64
       -2.00     18.56      8.64
       -2.50     18.56      8.64
       -3.00     18.56      8.64
       -3.50     18.56      8.64
       -4.12     18.56      8.64
       -5.25     18.56      8.64
       -7.00     18.56      8.64
       -9.00     18.56      8.64
      -11.25     17.73      5.44
      -14.00     15.41      1.47
      -17.00     13.35      0.26
      -20.00     11.93      0.02
      -23.00     10.84      0.00
      -26.25      9.96      0.00
      -29.00      9.39      0.00
      -31.00      9.08      0.00
      -33.00      8.85      0.00
      -35.00      8.66      0.00
      -37.00      8.50      0.00
      -39.00      8.37      0.00
      -41.00      8.24      0.00
      -43.00      8.13      0.00
      -45.00      8.02      0.00
      -47.00      7.94      0.00
      -49.00      7.89      0.00
