

  1     15     2006


       SIM Depth  SIM T  SIM DO  Field Depth  Field T  Field DO  Diff Tem   Diff DO
       -0.02      0.05     11.78
       -0.06      0.10     11.78
       -0.11      0.15     11.78
       -0.28      0.30     11.78
       -0.60      0.57     11.78
       -1.03      0.84     11.77
       -1.50      1.07     11.76
       -2.00      1.24     11.76
       -2.50      1.35     11.77
       -3.12      1.46     11.81
       -4.00      1.59     11.85
       -5.00      1.76     11.81
       -6.00      1.93     11.72
       -7.00      2.06     11.63
       -8.00      2.14     11.56
       -9.00      2.17     11.51
      -10.25      2.18     11.48
      -12.00      2.17     11.42
      -14.00      2.18     11.32
      -16.00      2.19     11.12
      -18.00      2.21     10.96
      -20.00      2.24     10.80
      -22.00      2.24     10.75
      -24.00      2.23     10.76
      -26.00      2.23     10.77
      -28.00      2.25     10.61
      -30.00      2.31     10.29
      -32.00      2.41      9.62
      -34.00      2.56      8.69
      -36.25      2.74      7.42
      -38.25      2.99      5.37
