

  3     15     2006


       SIM Depth  SIM T  SIM DO  Field Depth  Field T  Field DO  Diff Tem   Diff DO
       -0.02      0.04     10.48
       -0.06      0.08     10.48
       -0.11      0.12     10.48
       -0.28      0.24     10.48
       -0.60      0.47     10.49
       -1.03      0.72     10.51
       -1.50      0.96     10.54
       -2.00      1.16     10.60
       -2.50      1.32     10.68
       -3.12      1.47     10.79
       -4.00      1.62     10.93
       -5.00      1.78     11.00
       -6.00      1.91     10.99
       -7.00      2.03     10.94
       -8.00      2.11     10.89
       -9.00      2.16     10.85
      -10.25      2.21     10.79
      -12.00      2.24     10.67
      -14.00      2.26     10.44
      -16.00      2.28     10.10
      -18.00      2.31      9.76
      -20.00      2.34      9.44
      -22.00      2.35      9.30
      -24.00      2.35      9.25
      -26.00      2.36      9.18
      -28.00      2.40      8.81
      -30.00      2.48      8.08
      -32.00      2.61      6.79
      -34.00      2.78      5.04
      -36.25      2.98      2.85
      -38.25      3.21      0.00
