

  7     13     2009


       SIM Depth  SIM T  SIM DO  Field Depth  Field T  Field DO  Diff Tem   Diff DO
       -0.02     23.20      8.80     -0.60     21.60      9.20      1.60     -0.40
       -0.06     23.20      8.80     -4.30     21.70      9.20      1.15     -0.38
       -0.11     23.20      8.80
       -0.20     23.20      8.80
       -0.30     23.20      8.80
       -0.40     23.20      8.80
       -0.50     23.20      8.80
       -0.62     23.20      8.80
       -0.80     23.20      8.80
       -1.01     23.20      8.80
       -1.25     23.20      8.80
       -1.56     23.20      8.80
       -2.00     23.20      8.80
       -2.50     23.20      8.80
       -3.00     23.20      8.80
       -3.50     23.03      8.84
       -4.12     22.92      8.84
       -5.25     22.43      8.76
       -7.00     20.35      8.37
       -9.00     18.08      7.60
      -11.25     15.73      6.68
      -14.00     13.49      5.65
      -17.00     11.75      5.15
      -20.00     10.51      4.92
      -23.00      9.54      4.89
      -26.25      8.78      4.82
      -29.00      8.29      4.73
      -31.00      8.04      4.59
      -33.00      7.83      4.40
      -35.00      7.66      4.15
      -37.00      7.51      3.84
      -39.00      7.39      3.49
      -41.00      7.28      3.11
      -43.00      7.18      2.74
      -45.00      7.09      2.35
      -47.00      7.02      1.90
      -49.00      6.97      1.42
