

 10     15     2006


       SIM Depth  SIM T  SIM DO  Field Depth  Field T  Field DO  Diff Tem   Diff DO
       -0.02      8.81      9.07
       -0.06      8.81      9.07
       -0.11      8.81      9.07
       -0.28      8.81      9.07
       -0.60      8.81      9.07
       -1.03      8.81      9.07
       -1.50      8.81      9.07
       -2.00      8.81      9.07
       -2.50      8.81      9.07
       -3.12      8.81      9.07
       -4.00      8.81      9.07
       -5.00      8.81      9.07
       -6.00      8.81      9.07
       -7.00      8.81      9.07
       -8.00      8.81      9.07
       -9.00      8.81      9.07
      -10.25      8.81      9.07
      -12.00      8.81      9.07
      -14.00      8.81      9.07
      -16.00      8.81      9.07
      -18.00      8.81      9.07
      -20.00      8.81      9.07
      -22.00      8.81      9.07
      -24.00      8.81      9.07
      -26.00      8.81      9.07
      -28.00      8.81      9.07
      -30.00      7.90      3.98
      -32.00      7.52      1.17
      -34.00      7.39      0.34
      -36.25      7.31      0.06
      -38.25      7.27      0.02
