

 11     15     2006


       SIM Depth  SIM T  SIM DO  Field Depth  Field T  Field DO  Diff Tem   Diff DO
       -0.02      3.54     11.88
       -0.06      3.54     11.88
       -0.11      3.54     11.88
       -0.28      3.54     11.88
       -0.60      3.54     11.88
       -1.03      3.54     11.88
       -1.50      3.54     11.88
       -2.00      3.54     11.88
       -2.50      3.54     11.88
       -3.12      3.54     11.88
       -4.00      3.54     11.88
       -5.00      3.54     11.88
       -6.00      3.54     11.88
       -7.00      3.54     11.88
       -8.00      3.54     11.88
       -9.00      3.54     11.88
      -10.25      3.77     11.81
      -12.00      3.77     11.79
      -14.00      3.77     11.78
      -16.00      3.77     11.78
      -18.00      3.77     11.77
      -20.00      3.77     11.76
      -22.00      3.77     11.76
      -24.00      3.77     11.76
      -26.00      3.77     11.76
      -28.00      3.77     11.75
      -30.00      3.77     11.74
      -32.00      3.77     11.70
      -34.00      3.77     11.65
      -36.25      3.78     11.58
      -38.25      3.78     11.44
