

  6     12     2008


       SIM Depth  SIM T  SIM DO  Field Depth  Field T  Field DO  Diff Tem   Diff DO
       -0.02     11.83     10.95     -0.60     14.50      9.70     -2.67      1.25
       -0.06     11.83     10.95     -4.27     14.20      9.80     -2.37      1.15
       -0.11     11.83     10.95
       -0.20     11.83     10.95
       -0.30     11.83     10.95
       -0.40     11.83     10.95
       -0.50     11.83     10.95
       -0.62     11.83     10.95
       -0.80     11.83     10.95
       -1.01     11.83     10.95
       -1.25     11.83     10.95
       -1.56     11.83     10.95
       -2.00     11.83     10.95
       -2.50     11.83     10.95
       -3.00     11.83     10.95
       -3.50     11.83     10.95
       -4.12     11.83     10.95
       -5.25     11.83     10.95
       -7.00     11.83     10.95
       -9.00     11.83     10.95
      -11.25     11.83     10.95
      -14.00     10.65     10.61
      -17.00     10.30     10.44
      -20.00      9.34     10.20
      -23.00      7.35      9.71
      -26.25      6.32      9.39
      -29.00      5.95      9.27
      -31.00      5.78      9.15
      -33.00      5.65      9.01
      -35.00      5.55      8.82
      -37.00      5.47      8.60
      -39.00      5.40      8.36
      -41.00      5.34      8.10
      -43.00      5.28      7.86
      -45.00      5.23      7.59
      -47.00      5.19      7.27
      -49.00      5.16      6.87
