

  4     15     2006


       SIM Depth  SIM T  SIM DO  Field Depth  Field T  Field DO  Diff Tem   Diff DO
       -0.02      1.23     14.13
       -0.06      1.49     14.13
       -0.11      1.83     14.13
       -0.28      2.53     14.13
       -0.60      3.10     14.08
       -1.03      3.20     14.00
       -1.50      3.09     13.87
       -2.00      2.89     13.71
       -2.50      2.69     13.54
       -3.12      2.48     13.33
       -4.00      2.29     13.00
       -5.00      2.20     12.55
       -6.00      2.18     12.08
       -7.00      2.20     11.64
       -8.00      2.22     11.28
       -9.00      2.24     11.00
      -10.25      2.26     10.72
      -12.00      2.28     10.33
      -14.00      2.30      9.93
      -16.00      2.32      9.54
      -18.00      2.35      9.14
      -20.00      2.38      8.76
      -22.00      2.39      8.56
      -24.00      2.40      8.46
      -26.00      2.41      8.31
      -28.00      2.46      7.81
      -30.00      2.54      6.90
      -32.00      2.68      5.34
      -34.00      2.85      3.31
      -36.25      3.03      0.95
      -38.25      3.26      0.00
