

  9     15     2006


       SIM Depth  SIM T  SIM DO  Field Depth  Field T  Field DO  Diff Tem   Diff DO
       -0.02     18.07     10.41
       -0.06     18.07     10.41
       -0.11     18.07     10.41
       -0.28     18.07     10.41
       -0.60     18.07     10.41
       -1.03     18.07     10.41
       -1.50     18.07     10.41
       -2.00     18.07     10.41
       -2.50     18.07     10.41
       -3.12     18.07     10.41
       -4.00     18.07     10.41
       -5.00     18.07     10.41
       -6.00     18.07     10.41
       -7.00     17.46     10.43
       -8.00     17.14     10.12
       -9.00     16.46      9.62
      -10.25     14.75      8.79
      -12.00     12.39      7.85
      -14.00     10.59      7.04
      -16.00      9.47      6.34
      -18.00      8.75      5.71
      -20.00      8.27      5.14
      -22.00      7.92      4.63
      -24.00      7.68      4.14
      -26.00      7.49      3.61
      -28.00      7.32      2.97
      -30.00      7.19      2.27
      -32.00      7.08      1.51
      -34.00      6.99      0.80
      -36.25      6.93      0.28
      -38.25      6.89      0.06
