

  5     15     2006


       SIM Depth  SIM T  SIM DO  Field Depth  Field T  Field DO  Diff Tem   Diff DO
       -0.02      7.52     12.45
       -0.06      7.52     12.45
       -0.11      7.52     12.45
       -0.28      7.52     12.45
       -0.60      7.52     12.45
       -1.03      7.52     12.45
       -1.50      7.52     12.45
       -2.00      7.52     12.45
       -2.50      7.52     12.45
       -3.12      7.52     12.45
       -4.00      7.52     12.45
       -5.00      7.52     12.45
       -6.00      7.52     12.45
       -7.00      6.80     12.49
       -8.00      6.77     12.46
       -9.00      6.76     12.44
      -10.25      6.74     12.42
      -12.00      6.73     12.39
      -14.00      6.70     12.36
      -16.00      6.56     12.31
      -18.00      6.53     12.28
      -20.00      6.52     12.25
      -22.00      6.52     12.25
      -24.00      6.52     12.24
      -26.00      6.50     12.22
      -28.00      6.41     12.11
      -30.00      6.13     11.75
      -32.00      5.95     11.27
      -34.00      5.85     10.79
      -36.25      5.79     10.27
      -38.25      5.75      9.75
