

  7     14     2008


       SIM Depth  SIM T  SIM DO  Field Depth  Field T  Field DO  Diff Tem   Diff DO
       -0.02     18.99      9.48     -0.60     21.30      9.40     -2.31      0.08
       -0.06     18.99      9.48     -4.27     21.10      9.50     -2.46     -0.00
       -0.11     18.99      9.48
       -0.20     18.99      9.48
       -0.30     18.99      9.48
       -0.40     18.99      9.48
       -0.50     18.99      9.48
       -0.62     18.99      9.48
       -0.80     18.99      9.48
       -1.01     18.99      9.48
       -1.25     18.99      9.48
       -1.56     18.99      9.48
       -2.00     18.99      9.48
       -2.50     18.99      9.48
       -3.00     18.99      9.48
       -3.50     18.99      9.48
       -4.12     18.66      9.50
       -5.25     18.51      9.46
       -7.00     18.33      9.37
       -9.00     17.92      9.27
      -11.25     13.61      8.90
      -14.00     11.89      8.13
      -17.00     10.66      7.69
      -20.00      9.53      7.39
      -23.00      8.48      7.26
      -26.25      7.57      7.11
      -29.00      7.01      6.98
      -31.00      6.70      6.84
      -33.00      6.45      6.64
      -35.00      6.24      6.40
      -37.00      6.07      6.11
      -39.00      5.94      5.79
      -41.00      5.82      5.45
      -43.00      5.72      5.12
      -45.00      5.63      4.77
      -47.00      5.57      4.36
      -49.00      5.53      3.92
