

 12     15     2006


       SIM Depth  SIM T  SIM DO  Field Depth  Field T  Field DO  Diff Tem   Diff DO
       -0.02      0.13     12.61
       -0.06      0.23     12.60
       -0.11      0.38     12.60
       -0.28      0.76     12.60
       -0.60      1.37     12.58
       -1.03      1.83     12.56
       -1.50      2.06     12.53
       -2.00      2.15     12.51
       -2.50      2.17     12.50
       -3.12      2.15     12.52
       -4.00      2.08     12.53
       -5.00      2.03     12.50
       -6.00      2.00     12.46
       -7.00      1.99     12.41
       -8.00      1.98     12.38
       -9.00      1.97     12.37
      -10.25      1.95     12.35
      -12.00      1.95     12.33
      -14.00      1.95     12.30
      -16.00      1.95     12.22
      -18.00      1.96     12.17
      -20.00      1.97     12.11
      -22.00      1.98     12.10
      -24.00      2.05     12.09
      -26.00      2.38     12.03
      -28.00      2.47     11.95
      -30.00      2.50     11.83
      -32.00      2.54     11.57
      -34.00      2.59     11.21
      -36.25      2.67     10.71
      -38.25      2.82      9.61
