

  2     15     2006


       SIM Depth  SIM T  SIM DO  Field Depth  Field T  Field DO  Diff Tem   Diff DO
       -0.02      0.05     11.09
       -0.06      0.09     11.09
       -0.11      0.14     11.09
       -0.28      0.27     11.09
       -0.60      0.51     11.09
       -1.03      0.77     11.10
       -1.50      1.01     11.12
       -2.00      1.21     11.15
       -2.50      1.35     11.20
       -3.12      1.49     11.28
       -4.00      1.63     11.38
       -5.00      1.78     11.40
       -6.00      1.92     11.36
       -7.00      2.04     11.28
       -8.00      2.12     11.22
       -9.00      2.17     11.17
      -10.25      2.20     11.12
      -12.00      2.22     11.03
      -14.00      2.23     10.87
      -16.00      2.25     10.58
      -18.00      2.27     10.33
      -20.00      2.30     10.08
      -22.00      2.30      9.98
      -24.00      2.30      9.97
      -26.00      2.30      9.94
      -28.00      2.34      9.68
      -30.00      2.41      9.14
      -32.00      2.53      8.12
      -34.00      2.70      6.72
      -36.25      2.90      4.89
      -38.25      3.14      2.17
