01	31	2008
51.0	33.1	2.5	111.5	161.1	76.6	0	0.0
50.2	32.3	2.8	91.7	176.3	81.8	0	0.0
52.8	38.2	4.9	131.2	132.2	54.2	0	0.0
56.2	48.7	16.2	177.2	92.6	8.7	84	0.0
54.5	48.4	7.6	165.1	143.3	21.4	18	0.0
50.7	44.8	5.2	133.8	104.1	14.1	37	0.0
48.1	41.2	8.7	300.4	154.1	54.7	2	0.0
48.1	41.1	2.8	113.6	131.0	39.1	5	0.0
53.2	43.5	7.7	218.8	226.8	75.3	1	0.0
51.7	43.4	6.7	164.9	228.8	85.8	0	0.0
54.6	45.8	6.5	240.6	231.4	97.9	0	0.0
54.8	38.0	8.2	175.2	219.2	87.0	0	0.0
55.8	38.5	4.1	192.9	234.8	100.0	0	0.0
51.9	38.7	2.6	116.5	232.0	91.7	0	0.0
48.4	42.6	6.1	176.1	236.8	71.3	0	0.0
51.6	33.8	7.2	149.0	207.3	89.6	0	0.0
45.7	32.0	4.3	134.4	239.7	97.4	0	0.0
47.2	31.0	3.1	126.9	244.4	100.0	0	0.0
47.8	32.0	3.4	117.9	246.6	100.0	0	0.0
45.2	36.6	4.9	150.4	188.3	64.2	0	0.0
47.0	38.7	4.3	123.7	177.4	33.9	2	0.0
50.5	44.6	9.1	153.3	120.2	22.7	28	0.0
45.8	41.9	5.5	93.5	104.6	11.2	136	0.0
46.3	40.3	7.6	115.2	130.3	26.9	56	0.0
54.9	46.0	17.1	148.2	160.4	36.2	2	0.0
58.9	42.1	21.5	137.6	196.1	54.7	16	0.0
54.4	47.6	13.1	184.9	156.2	15.4	75	0.0
48.2	40.1	9.6	243.3	197.1	43.8	5	0.0
44.4	35.1	6.0	190.1	254.7	86.7	0	0.0
48.6	34.9	9.6	176.9	253.1	69.0	0	0.0
48.6	35.5	7.2	158.1	203.1	63.9	0	0.0
02	29	2008
49.2	40.5	8.7	214.2	219.8	45.1	0	0.0
47.4	38.1	9.0	262.6	240.4	50.5	5	0.0
50.9	45.4	13.9	272.7	154.4	20.2	60	0.0
48.1	35.8	7.9	190.2	251.1	65.6	0	0.0
46.5	33.5	3.8	170.0	275.1	93.2	0	0.0
47.9	38.1	7.9	208.5	296.0	96.9	0	0.0
55.9	39.7	11.5	265.2	300.5	99.5	0	0.0
62.3	37.4	11.2	120.0	304.2	100.0	0	0.0
56.4	39.4	2.0	94.4	304.1	91.2	0	0.0
56.0	41.3	2.2	104.0	298.1	89.1	0	0.0
56.7	40.8	4.2	139.8	309.6	93.8	0	0.0
55.0	42.8	2.1	98.3	317.5	99.0	0	0.0
48.7	44.8	5.9	215.4	143.6	48.7	0	0.0
49.2	27.8	7.2	125.3	325.9	98.8	0	0.0
47.2	33.5	3.6	120.8	330.2	100.0	0	0.0
48.0	41.0	4.9	159.7	314.4	62.6	0	0.0
50.4	44.3	5.2	162.8	295.4	22.7	0	0.0
50.2	44.4	3.2	156.4	146.4	7.6	0	0.0
52.0	44.3	2.9	151.9	195.8	13.5	1	0.0
52.7	47.0	6.8	191.5	218.8	33.7	5	0.0
52.2	43.2	13.4	133.5	172.7	28.1	2	0.0
51.5	45.2	8.9	192.3	206.5	30.7	15	0.0
50.7	40.2	12.7	134.5	204.2	21.7	16	0.0
54.6	47.1	10.0	210.7	248.0	23.6	12	0.0
53.3	43.8	6.8	135.4	319.6	73.0	0	0.0
55.2	42.7	3.1	120.8	336.9	83.8	0	0.0
53.8	45.3	4.5	124.6	363.8	91.7	0	0.0
54.8	46.8	2.1	92.5	365.3	89.8	0	0.0
52.3	48.6	3.3	181.4	168.9	23.6	0	0.0
03	31	2008
53.9	46.6	11.7	299.5	316.8	35.9	0	0.0
52.8	37.9	9.2	186.0	317.2	76.0	0	0.0
54.1	35.9	3.7	137.3	395.4	97.9	0	0.0
52.4	41.4	7.2	155.8	387.7	81.8	0	0.0
54.8	43.5	7.4	189.4	408.4	86.6	0	0.0
51.5	40.4	2.5	96.5	291.4	67.7	0	0.0
52.6	40.5	4.0	134.0	356.2	79.7	0	0.0
52.2	45.8	10.0	223.9	413.9	72.9	0	0.0
56.8	41.3	6.0	232.7	308.1	69.3	0	0.0
56.8	42.1	3.4	140.4	386.0	80.7	0	0.0
54.9	46.6	8.7	179.8	364.7	67.5	0	0.0
52.8	47.2	8.1	196.2	355.8	63.2	0	0.0
52.1	48.9	10.5	249.3	379.3	65.2	0	0.0
49.5	41.8	13.0	272.5	431.5	91.2	0	0.0
45.4	38.0	9.3	227.3	316.8	56.2	1	0.0
45.8	37.0	8.4	167.3	407.7	80.2	0	0.0
48.1	36.3	7.3	186.3	459.9	96.9	0	0.0
49.5	43.9	5.5	179.8	417.0	60.1	0	0.0
48.7	45.5	6.9	197.8	232.4	25.5	0	0.0
51.1	44.3	10.3	251.0	472.6	93.9	0	0.0
59.2	36.4	14.9	201.7	476.8	100.0	0	0.0
58.8	39.5	8.6	128.5	478.3	99.0	0	0.0
54.6	42.7	4.1	142.9	485.1	100.0	0	0.0
52.8	44.4	6.1	199.7	489.3	100.0	0	0.0
53.6	47.4	7.7	179.9	461.2	76.3	0	0.0
52.5	43.8	12.5	243.5	497.6	100.0	0	0.0
51.2	39.8	13.1	291.2	430.1	85.9	0	0.0
50.5	38.9	14.1	271.0	505.9	91.8	0	0.0
50.9	45.1	7.0	188.3	327.6	24.3	0	0.0
46.8	37.7	9.8	233.9	365.2	50.9	0	0.0
44.3	35.8	5.9	141.2	517.1	98.4	0	0.0
04	30	2008
46.2	39.0	3.9	151.5	478.7	81.9	0	0.0
