 GRID      2001  FSS         1        30        19         0        -2
   1.746235E+02   1.802232E+02   1.851420E+02   1.860826E+02   1.864137E+02
   1.877607E+02   1.857896E+02   1.850416E+02   1.822955E+02   1.753830E+02
   1.716917E+02   1.750735E+02   1.642238E+02   1.347788E+02   1.281615E+02
   1.343279E+02   1.399310E+02   1.311952E+02   1.249839E+02   1.360793E+02
   1.451557E+02   1.415048E+02   1.450028E+02   1.485109E+02   1.543653E+02
   1.686902E+02   1.729825E+02   1.639289E+02   1.655318E+02   1.796183E+02
   1.646564E+02   1.669357E+02   1.702008E+02   1.774296E+02   1.823464E+02
   1.830610E+02   1.815201E+02   1.809483E+02   1.826891E+02   1.842580E+02
   1.782464E+02   1.780755E+02   1.767793E+02   1.489296E+02   1.307142E+02
   1.416894E+02   1.390594E+02   1.271432E+02   1.150161E+02   1.201944E+02
   1.305124E+02   1.349856E+02   1.443770E+02   1.536449E+02   1.583731E+02
   1.598755E+02   1.534654E+02   1.527877E+02   1.658406E+02   1.723495E+02
   1.374062E+02   1.419152E+02   1.514519E+02   1.615212E+02   1.668744E+02
   1.673378E+02   1.657577E+02   1.640009E+02   1.684456E+02   1.727384E+02
   1.741396E+02   1.751311E+02   1.791347E+02   1.731530E+02   1.610072E+02
   1.548142E+02   1.467990E+02   1.324991E+02   1.156090E+02   1.066740E+02
   1.051437E+02   1.119949E+02   1.266750E+02   1.400257E+02   1.439791E+02
   1.384517E+02   1.368097E+02   1.422440E+02   1.508140E+02   1.496244E+02
   1.081529E+02   1.161487E+02   1.267430E+02   1.370904E+02   1.447323E+02
   1.468538E+02   1.455219E+02   1.457765E+02   1.492116E+02   1.543210E+02
   1.559788E+02   1.575665E+02   1.592411E+02   1.561964E+02   1.545445E+02
   1.536734E+02   1.479421E+02   1.402665E+02   1.265804E+02   1.078862E+02
   9.562442E+01   9.199070E+01   9.635607E+01   1.057483E+02   1.098113E+02
   1.165312E+02   1.263149E+02   1.335572E+02   1.323129E+02   1.284155E+02
   8.922676E+01   9.014213E+01   9.671526E+01   1.045171E+02   1.127177E+02
   1.190015E+02   1.198994E+02   1.200336E+02   1.237106E+02   1.268441E+02
