1 31 1994
28.6	8.6	3.2	112.6	.0	null	.0	.0	
35.8	12.9	10.2	223.0	.0	null	.0	.0	
37.3	14.7	9.5	164.6	.0	null	.0	.0	
30.1	16.2	2.8	88.2	.0	*	.0	.0	
45.9	20.2	14.3	202.2	.0	*	.0	.0	
28.7	24.0	3.3	61.8	.0	*	.0	.0	
30.5	15.0	4.8	108.6	.0	*	.0	.0	
29.9	13.1	3.6	124.2	.0	*	.0	.0	
32.5	18.3	5.3	167.0	.0	*	.0	.0	
27.0	14.5	2.1	96.6	.0	*	.0	.0	
25.4	11.5	2.8	103.0	.0	*	.0	.0	
26.3	10.7	4.8	153.8	.0	*	.0	.0	
31.6	11.8	4.0	128.2	.0	*	.0	.0	
35.6	14.6	4.7	159.4	.0	*	.0	.0	
28.4	16.5	3.8	128.2	.0	*	.0	.0	
31.0	20.6	8.1	187.4	.0	*	.0	.0	
21.6	13.0	5.8	85.4	.0	*	.0	.0	
19.8	8.7	3.3	61.0	.0	*	.0	.0	
41.1	8.6	8.8	160.6	.0	*	.0	.0	
21.0	12.6	3.5	66.6	.0	*	.0	.0	
29.7	11.7	3.3	136.2	.0	*	.0	.0	
35.0	6.6	4.0	146.6	.0	*	.0	.0	
36.2	5.7	4.4	150.6	.0	*	.0	.0	
40.8	12.2	8.3	213.4	.0	*	.0	.0	
36.5	15.3	8.6	103.4	.0	*	.0	.0	
21.8	18.8	4.6	65.0	.0	*	.0	.0	
24.4	19.0	5.2	113.8	.0	*	.0	.0	
26.1	18.9	4.0	134.6	.0	*	.0	.0	
23.5	18.8	4.4	104.6	.0	*	.0	.0	
18.6	9.9	6.2	140.2	.0	*	.0	.0	
9.5	.8	2.6	116.5	.0	*	.0	.0	
2 28 1994
18.2	4.5	9.2	205.4	.0	*	.0	.0	
16.6	6.6	3.2	136.6	.0	*	.0	.0	
26.8	10.3	6.9	176.6	.0	*	.0	.0	
26.1	16.8	2.5	94.6	.0	*	.0	.0	
32.6	15.7	7.5	158.6	.0	*	.0	.0	
39.6	9.0	13.0	215.0	.0	*	.0	.0	
21.6	18.0	6.1	83.4	.0	*	.0	.0	
19.5	12.1	8.6	91.0	.0	*	.0	.0	
19.4	8.6	4.5	135.0	.0	*	.0	.0	
34.2	15.8	7.9	86.2	.0	*	.0	.0	
32.1	15.9	14.1	211.8	.0	*	.0	.0	
28.5	3.6	10.8	231.4	.0	*	.0	.0	
30.5	4.2	5.5	187.0	.0	*	.0	.0	
39.7	7.0	7.2	152.2	.0	*	.0	.0	
31.8	10.6	3.8	126.2	.0	*	.0	.0	
43.7	12.1	7.0	199.8	.0	*	.0	.0	
43.3	20.8	4.6	132.2	.0	*	.0	.0	
49.7	21.5	13.8	199.8	.0	*	.0	.0	
33.7	15.0	5.2	143.8	.0	*	.0	.0	
33.1	14.6	6.6	131.8	.0	*	.0	.0	
29.5	22.7	8.8	94.2	.0	*	.0	.0	
25.4	22.7	4.4	93.8	.0	*	.0	.0	
31.3	5.9	9.6	210.6	.0	*	.0	.0	
43.4	14.4	14.7	209.4	.0	*	.0	.0	
22.5	7.5	8.0	89.0	.0	*	.0	.0	
29.2	8.1	5.2	93.0	.0	*	.0	.0	
44.3	17.9	6.0	149.0	.0	*	.0	.0	
38.3	30.7	5.9	146.2	.0	*	.0	.0	
3 31 1994
41.0	29.7	7.3	207.4	.0	*	.0	.0	
42.0	25.9	2.6	106.2	.0	*	.0	.0	
46.6	25.4	3.7	114.2	.0	*	.0	.0	
48.7	24.6	5.7	148.6	.0	*	.0	.0	
49.7	24.0	5.9	122.2	.0	*	.0	.0	
43.2	32.3	6.6	97.0	.0	*	.0	.0	
41.0	31.8	8.0	55.0	.0	*	.0	.0	
23.2	21.1	6.6	75.8	.0	*	.0	.0	
24.8	18.7	3.2	140.6	.0	*	.0	.0	
35.7	25.3	4.9	138.2	.0	*	.0	.0	
43.6	29.6	4.9	168.6	.0	*	.0	.0	
40.2	28.5	12.7	171.4	.0	*	.0	.0	
42.2	22.4	3.7	175.0	.0	*	.0	.0	
51.7	26.0	4.5	121.4	.0	*	.0	.0	
48.0	27.6	4.5	72.2	.0	*	.0	.0	
53.8	26.0	10.1	188.2	.0	*	.0	.0	
56.8	24.2	14.7	228.2	.0	*	.0	.0	
52.9	26.1	7.6	138.2	.0	*	.0	.0	
63.9	25.6	15.5	218.6	.0	*	.0	.0	
44.5	30.8	9.1	125.4	.0	*	.0	.0	
46.2	19.4	6.9	200.2	.0	*	.0	.0	
53.5	21.4	8.8	185.8	.0	*	.0	.0	
56.1	13.5	17.5	190.6	.0	*	.0	.0	
42.0	12.4	12.8	85.4	.0	*	.0	.0	
43.7	22.8	7.0	189.4	.0	*	.0	.0	
36.7	31.4	8.7	136.6	.0	*	.0	.0	
28.5	17.5	10.6	229.0	.0	*	.0	.0	
35.2	16.5	7.6	145.4	.0	*	.0	.0	
29.6	25.5	5.6	146.6	.0	*	.0	.0	
36.1	17.4	5.1	199.0	.0	*	.0	.0	
45.1	15.5	5.7	145.4	.0	*	.0	.0	
4 30 1994
53.5	19.9	9.9	251.0	.0	*	.0	.0	
42.2	34.5	11.2	244.6	.0	*	43.3	.0	
48.5	31.5	4.5	137.4	.0	*	.0	.0	
52.7	23.4	20.3	211.4	.0	*	.0	30.0	
27.2	22.7	4.5	103.4	.0	*	.0	50.0	
40.1	25.2	4.5	151.4	.0	*	.0	.0	
48.2	28.9	10.6	223.8	.0	*	.0	.0	
47.1	26.2	6.5	119.4	.0	*	.0	.0	
41.1	35.0	10.2	167.4	.0	*	.0	.0	
34.6	32.8	6.7	72.6	.0	*	23.6	.0	
33.1	29.7	7.7	270.2	.0	*	23.6	10.0	
43.2	27.7	5.4	159.0	.0	*	.0	.0	
59.3	24.5	12.9	226.2	.0	*	.0	.0	
56.1	29.2	12.2	195.4	.0	*	.0	.0	
46.2	30.6	7.2	113.4	.0	*	.0	.0	
57.0	28.4	6.2	139.8	.0	*	.0	.0	
65.0	24.2	9.4	250.6	.0	*	.0	.0	
64.9	27.6	4.9	157.0	.0	*	.0	.0	
59.1	39.3	7.1	113.8	.0	*	.0	.0	
61.8	40.0	5.6	170.2	.0	*	.0	.0	
63.0	42.5	9.4	197.4	.0	*	11.8	.0	
60.4	47.2	7.7	113.4	.0	*	.0	.0	
65.9	35.1	9.2	194.6	.0	*	.0	.0	
68.0	30.7	12.5	189.4	.0	*	.0	.0	
47.3	32.0	13.5	196.6	.0	*	35.4	.0	
43.1	30.0	12.2	145.4	.0	*	.0	.0	
32.3	25.0	6.1	65.0	.0	*	.0	20.0	
43.4	30.0	8.0	85.8	.0	*	7.9	.0	
32.7	30.8	9.7	85.4	.0	*	23.6	50.0	
40.0	33.6	3.1	57.4	.0	*	.0	.0	
5 31 1994
44.9	38.2	5.2	149.8	.0	*	11.8	.0	
46.8	39.8	5.8	148.2	.0	*	7.9	.0	
51.6	37.8	5.3	140.2	.0	*	7.9	.0	
56.3	38.9	7.1	142.6	.0	*	.0	.0	
63.9	40.2	4.4	155.4	.0	*	.0	.0	
63.0	49.1	8.7	69.8	.0	*	.0	.0	
60.2	46.1	9.2	107.4	.0	*	31.5	.0	
62.3	37.8	7.7	143.4	.0	*	.0	.0	
51.4	48.0	7.8	205.0	.0	*	106.3	.0	
53.6	45.6	5.0	147.0	.0	*	.0	.0	
61.9	46.2	6.6	141.8	.0	*	.0	.0	
59.0	50.6	6.8	168.2	.0	*	3.9	.0	
56.4	50.9	6.1	229.0	.0	*	35.4	.0	
59.8	41.2	9.4	163.4	.0	*	.0	.0	
63.8	43.9	7.5	144.6	.0	*	.0	.0	
68.7	43.1	9.8	183.0	.0	*	.0	.0	
74.6	32.9	14.1	158.2	.0	*	.0	.0	
69.6	45.2	11.2	122.2	.0	*	3.9	.0	
66.1	48.5	9.7	115.0	.0	*	.0	.0	
66.3	39.3	8.3	160.2	.0	*	.0	.0	
65.6	37.9	10.4	171.0	.0	*	.0	.0	
64.5	45.0	6.5	117.4	.0	*	.0	.0	
63.2	45.1	5.0	139.0	.0	*	.0	.0	
62.9	43.4	6.6	139.8	.0	*	.0	.0	
56.7	48.2	5.8	206.6	.0	*	15.7	.0	
53.6	49.7	6.6	103.4	.0	*	19.7	.0	
59.5	46.7	3.7	77.4	.0	*	.0	.0	
66.9	46.0	10.6	208.6	.0	*	7.9	.0	
67.6	44.4	7.0	168.6	.0	*	.0	.0	
72.0	38.2	6.5	169.8	.0	*	.0	.0	
67.4	49.5	9.0	112.2	.0	*	.0	.0	
6 30 1994
73.4	43.8	6.9	150.6	.0	*	.0	.0	
68.6	52.3	8.6	133.0	.0	*	51.2	.0	
66.6	56.8	7.8	144.2	.0	*	27.6	.0	
72.0	46.5	5.3	121.8	.0	*	.0	.0	
74.1	43.3	7.4	151.0	.0	*	.0	.0	
71.9	43.8	6.1	111.0	.0	*	.0	.0	
72.3	33.8	8.3	209.0	.0	*	.0	.0	
71.2	47.3	10.0	130.2	.0	*	.0	.0	
67.1	45.6	11.1	90.6	.0	*	.0	.0	
70.4	53.5	6.2	71.0	.0	*	.0	.0	
69.8	50.8	5.7	123.4	.0	*	.0	.0	
75.0	40.7	6.1	201.4	.0	*	.0	.0	
77.9	37.6	7.8	193.0	.0	*	.0	.0	
79.1	33.3	7.1	182.6	.0	*	.0	.0	
76.4	36.9	9.8	129.4	.0	*	.0	.0	
77.7	37.8	10.4	93.4	.0	*	.0	.0	
76.0	52.8	8.6	124.6	.0	*	.0	.0	
72.9	56.1	6.7	120.6	.0	*	3.9	.0	
72.3	53.6	7.4	181.0	.0	*	7.9	.0	
71.7	54.9	6.1	192.2	.0	*	3.9	.0	
69.8	58.7	6.1	107.8	.0	*	157.5	.0	
70.3	58.6	7.6	131.0	.0	*	7.9	.0	
70.0	55.3	3.8	121.0	.0	*	.0	.0	
74.9	50.1	4.6	125.0	.0	*	.0	.0	
78.9	45.9	7.0	109.4	.0	*	.0	.0	
78.9	49.0	5.6	122.2	.0	*	.0	.0	
80.5	37.0	10.2	109.0	.0	*	.0	.0	
76.0	43.8	5.8	125.4	.0	*	.0	.0	
77.0	46.3	6.7	142.8	.0	*	.0	.0	
79.2	42.2	7.3	160.6	.0	*	.0	.0	
7 31 1994
78.3	41.1	6.4	156.2	.0	*	.0	.0	
75.8	48.6	9.1	134.2	.0	*	.0	.0	
73.0	51.6	7.4	123.8	.0	*	.0	.0	
77.1	42.4	5.7	143.4	.0	*	.0	.0	
79.6	39.8	8.6	132.6	.0	*	.0	.0	
80.5	35.8	10.8	226.6	.0	*	.0	.0	
69.2	34.1	12.5	183.0	.0	*	.0	.0	
68.1	40.4	7.1	92.6	.0	*	.0	.0	
75.2	42.6	6.6	129.4	.0	*	.0	.0	
77.6	41.5	7.8	126.6	.0	*	.0	.0	
75.5	44.2	9.5	188.6	.0	*	.0	.0	
72.6	49.2	7.5	113.8	.0	*	.0	.0	
68.4	48.5	7.6	151.0	.0	*	.0	.0	
65.9	52.5	5.7	141.8	.0	*	.0	.0	
72.4	46.7	7.1	180.6	.0	*	.0	.0	
73.9	46.3	9.3	123.4	.0	*	.0	.0	
75.2	48.2	6.5	134.2	.0	*	.0	.0	
80.8	43.6	7.5	183.4	.0	*	.0	.0	
81.5	44.1	10.0	119.8	.0	*	.0	.0	
70.3	54.7	7.7	76.2	.0	*	.0	.0	
72.0	54.5	6.4	133.4	.0	*	.0	.0	
79.7	49.3	8.2	144.2	.0	*	.0	.0	
77.7	50.7	10.1	140.6	.0	*	.0	.0	
73.8	55.9	7.6	185.4	.0	*	.0	.0	
75.1	55.1	9.6	151.8	.0	*	7.9	.0	
68.2	56.2	5.9	105.8	.0	*	.0	.0	
72.4	53.2	6.3	93.0	.0	*	.0	.0	
70.3	52.8	6.4	113.8	.0	*	.0	.0	
70.0	53.6	6.4	121.4	.0	*	.0	.0	
74.1	47.8	7.6	164.2	.0	*	.0	.0	
76.5	50.2	9.9	203.0	.0	*	.0	.0	
8 31 1994
71.1	58.9	5.6	129.4	.0	*	11.8	.0	
70.4	58.8	5.4	148.2	.0	*	.0	.0	
70.2	59.7	5.0	142.6	.0	*	47.2	.0	
71.4	57.0	5.4	137.0	.0	*	15.7	.0	
69.8	57.2	6.4	136.2	.0	*	23.6	.0	
81.9	45.6	9.2	200.2	.0	*	.0	.0	
79.5	43.2	8.1	161.8	.0	*	.0	.0	
76.6	50.0	6.5	155.0	.0	*	.0	.0	
79.7	51.5	4.6	155.8	.0	*	.0	.0	
77.7	55.3	8.4	135.8	.0	*	7.9	.0	
74.8	60.4	10.2	171.8	.0	*	15.7	.0	
79.1	55.0	8.1	159.0	.0	*	.0	.0	
72.8	60.1	8.9	190.2	.0	*	70.9	.0	
69.1	61.0	5.9	72.6	.0	*	.0	.0	
69.2	53.9	5.7	120.6	.0	*	.0	.0	
74.4	51.2	4.9	138.2	.0	*	.0	.0	
77.1	50.8	8.4	203.4	.0	*	.0	.0	
76.7	51.7	7.7	234.6	.0	*	.0	.0	
69.7	55.5	7.8	122.2	.0	*	74.8	.0	
65.7	56.5	5.0	91.4	.0	*	.0	.0	
69.5	52.3	5.1	146.6	.0	*	.0	.0	
75.1	51.4	6.4	171.8	.0	*	.0	.0	
76.7	51.3	7.7	145.4	.0	*	.0	.0	
73.8	58.1	6.1	133.0	.0	*	.0	.0	
77.8	49.0	7.4	143.4	.0	*	.0	.0	
75.8	49.0	6.7	139.8	.0	*	.0	.0	
77.7	51.2	7.5	200.6	.0	*	3.9	.0	
69.3	58.5	7.0	135.0	.0	*	31.5	.0	
68.5	58.2	5.5	145.0	.0	*	3.9	.0	
70.1	51.5	9.3	169.0	.0	*	3.9	.0	
59.4	57.4	11.1	74.2	.0	*	43.3	.0	
9 30 1994
62.9	57.9	7.6	88.2	.0	*	3.9	.0	
72.1	55.8	9.9	157.8	.0	*	.0	.0	
70.3	54.6	6.5	188.2	.0	*	.0	.0	
74.9	48.0	6.3	149.4	.0	*	.0	.0	
69.2	49.7	9.7	135.4	.0	*	.0	.0	
68.4	53.0	5.1	101.4	.0	*	.0	.0	
70.2	47.7	5.7	105.8	.0	*	.0	.0	
70.0	46.1	5.2	100.6	.0	*	.0	.0	
70.3	49.0	5.1	129.8	.0	*	.0	.0	
73.5	47.1	6.4	149.0	.0	*	.0	.0	
71.5	48.5	7.7	181.0	.0	*	.0	.0	
71.7	50.0	5.7	158.6	.0	*	.0	.0	
74.3	49.0	9.4	207.8	.0	*	.0	.0	
68.8	45.1	7.7	173.0	.0	*	.0	.0	
62.1	32.1	5.5	122.2	.0	*	.0	.0	
62.1	36.6	5.2	128.2	.0	*	.0	.0	
66.1	38.9	6.7	181.0	.0	*	.0	.0	
66.1	37.3	5.6	207.8	.0	*	.0	.0	
67.4	38.8	8.5	225.0	.0	*	.0	.0	
63.2	46.1	5.9	189.5	.0	*	.0	.0	
54.1	39.8	12.8	168.6	.0	*	3.9	.0	
49.0	28.7	4.5	194.2	.0	*	.0	.0	
58.6	27.7	10.7	142.2	.0	*	.0	.0	
57.0	30.2	4.8	79.4	.0	*	.0	.0	
58.6	32.6	4.9	142.6	.0	*	.0	.0	
65.7	25.4	7.4	185.8	.0	*	.0	.0	
63.2	23.7	4.7	121.0	.0	*	.0	.0	
65.1	23.2	5.6	150.2	.0	*	.0	.0	
71.6	26.2	7.1	212.6	.0	*	.0	.0	
66.2	40.9	6.7	164.2	.0	*	11.8	.0	
10 31 1994
61.1	49.9	7.4	121.4	.0	*	.0	.0	
57.0	35.4	5.0	110.6	.0	*	.0	.0	
58.0	43.5	9.6	75.8	.0	*	.0	.0	
59.6	55.9	9.8	76.2	.0	*	106.3	.0	
60.1	52.7	6.3	141.4	.0	*	3.9	.0	
59.0	30.5	16.1	229.4	.0	*	.0	.0	
52.2	35.5	6.9	125.8	.0	*	.0	.0	
49.8	36.3	4.5	147.0	.0	*	.0	.0	
51.0	32.6	4.5	115.0	.0	*	.0	.0	
54.8	32.7	4.3	111.8	.0	*	.0	.0	
55.8	34.1	4.7	121.0	.0	*	.0	.0	
57.3	27.9	7.0	161.0	.0	*	.0	.0	
51.2	35.3	6.1	103.0	.0	*	.0	.0	
51.0	34.3	11.6	94.2	.0	*	.0	.0	
53.5	36.2	7.8	138.2	.0	*	7.9	.0	
54.6	28.6	9.2	165.4	.0	*	.0	.0	
47.5	34.9	7.4	177.4	.0	*	43.3	.0	
51.0	30.8	5.8	189.4	.0	*	.0	.0	
49.4	35.3	5.4	129.0	.0	*	.0	.0	
50.2	28.3	5.8	169.4	.0	*	.0	.0	
53.7	23.8	6.6	180.6	.0	*	.0	.0	
52.7	29.4	8.3	124.6	.0	*	.0	.0	
47.6	31.8	4.9	100.2	.0	*	.0	.0	
44.7	25.1	6.2	115.4	.0	*	.0	.0	
41.8	26.3	3.3	119.0	.0	*	.0	.0	
47.1	27.6	4.0	120.6	.0	*	.0	.0	
57.7	25.2	9.3	201.4	.0	*	.0	.0	
66.4	18.2	13.6	221.4	.0	*	.0	.0	
43.1	27.4	6.7	133.0	.0	*	.0	.0	
40.4	33.5	5.0	110.2	.0	*	11.8	.0	
41.2	29.1	4.3	106.6	.0	*	.0	.0	
11 30 1994
57.4	21.9	9.3	208.2	.0	*	.0	.0	
50.5	26.5	6.3	94.2	.0	*	.0	.0	
36.0	32.8	6.7	64.2	.0	*	19.7	.0	
36.4	32.4	3.8	67.8	.0	*	.0	.0	
41.3	32.2	3.2	55.4	.0	*	.0	.0	
41.8	34.0	3.0	119.8	.0	*	.0	.0	
52.4	29.7	4.2	140.2	.0	*	.0	.0	
41.1	32.6	7.5	75.0	.0	*	.0	.0	
39.6	30.6	4.3	80.6	.0	*	.0	.0	
38.8	26.8	3.1	87.4	.0	*	.0	.0	
49.1	29.3	6.4	164.2	.0	*	.0	.0	
52.0	33.8	10.6	150.6	.0	*	.0	.0	
46.2	15.0	11.9	227.4	.0	*	.0	.0	
31.3	27.9	3.6	65.0	.0	*	3.9	.0	
30.8	25.3	2.8	99.4	.0	*	.0	.0	
41.5	24.8	6.5	113.8	.0	*	.0	.0	
40.0	8.1	13.6	229.0	.0	*	.0	.0	
30.0	11.4	7.0	174.6	.0	*	.0	.0	
30.2	21.0	4.3	165.4	.0	*	23.6	20.0	
39.3	25.2	15.8	262.2	.0	*	3.9	30.0	
32.6	25.4	5.4	87.8	.0	*	.0	.0	
28.3	25.0	3.5	76.6	.0	*	.0	.0	
26.7	19.4	2.8	125.8	.0	*	.0	.0	
34.3	16.0	4.3	112.6	.0	*	.0	.0	
33.5	21.0	3.2	115.0	.0	*	.0	.0	
40.2	21.8	11.1	222.6	.0	*	.0	.0	
31.7	4.8	14.7	243.4	.0	*	.0	.0	
30.9	4.2	13.6	253.0	.0	*	.0	.0	
25.9	.9	7.0	179.0	.0	*	.0	.0	
37.8	18.7	4.8	108.6	.0	*	.0	.0	
12 31 1994
47.2	20.9	7.0	121.0	.0	*	.0	.0	
45.5	13.1	10.3	224.8	.0	*	.0	.0	
38.0	18.8	3.9	82.2	.0	*	.0	.0	
45.7	22.2	11.4	160.2	.0	*	.0	.0	
30.6	28.6	3.1	67.8	.0	*	.0	.0	
28.4	26.7	3.1	45.8	.0	*	.0	.0	
32.2	27.3	5.2	109.8	.0	*	.0	.0	
25.1	21.6	6.3	109.4	.0	*	.0	.0	
11.4	6.6	1.8	93.0	.0	*	.0	.0	
15.5	7.3	2.6	130.2	.0	*	.0	.0	
27.5	14.5	6.1	132.2	.0	*	.0	.0	
28.1	16.5	3.9	150.2	.0	*	.0	.0	
29.0	18.5	3.0	68.6	.0	*	.0	.0	
31.4	13.0	9.2	197.0	.0	*	.0	.0	
27.2	11.0	5.5	131.4	.0	*	.0	.0	
36.2	12.8	6.8	149.4	.0	*	.0	.0	
38.1	17.8	6.0	157.0	.0	*	.0	.0	
34.2	15.1	2.7	118.6	.0	*	.0	.0	
41.6	4.4	17.9	257.8	.0	*	.0	.0	
32.5	7.6	3.3	117.4	.0	*	.0	.0	
34.1	11.6	3.4	162.6	.0	*	.0	.0	
35.5	11.3	3.4	153.0	.0	*	.0	.0	
32.7	16.6	1.0	44.2	.0	*	.0	.0	
