1 31 1993
47.7	28.2	8.6	232.6	88.7	90.0	.0	.0	
35.0	22.5	3.3	91.1	128.6	53.8	.0	.0	
40.1	24.9	8.5	168.3	69.6	100.0	.0	.0	
51.2	43.3	7.4	149.7	70.0	100.0	39.4	.0	
58.1	45.6	10.9	252.1	73.2	99.2	94.5	.0	
45.7	35.0	6.7	77.6	129.8	76.2	.0	.0	
44.1	37.4	6.2	84.7	71.2	100.0	19.7	.0	
43.1	42.4	12.0	32.6	71.7	100.0	86.6	.0	
35.6	33.4	17.7	34.0	72.2	100.0	43.3	.0	
31.9	30.7	10.9	34.7	72.7	100.0	.0	.0	
34.5	33.2	2.7	28.3	73.3	100.0	23.6	.0	
40.7	40.3	6.0	112.6	73.8	100.0	3.9	.0	
46.1	44.0	8.9	199.0	94.3	78.6	.0	.0	
38.1	24.6	8.0	275.0	131.9	66.4	.0	.0	
36.7	27.1	4.9	138.3	108.2	89.2	.0	.0	
35.3	33.5	8.2	49.0	76.4	100.0	.0	.0	
41.6	29.5	11.2	226.9	209.3	34.6	.0	.0	
38.9	20.5	5.8	177.6	128.3	64.6	.0	.0	
32.7	18.6	11.2	74.0	111.6	70.8	.0	.0	
30.3	21.5	3.5	111.9	130.6	53.1	.0	.0	
32.5	31.0	7.2	49.0	80.1	100.0	70.9	.0	
40.9	39.1	5.5	138.3	128.8	76.9	3.9	.0	
46.5	26.1	8.4	209.0	143.8	47.1	.0	.0	
42.8	37.5	11.0	199.0	82.7	87.1	35.4	.0	
35.2	7.5	8.1	238.3	226.2	26.9	.0	.0	
29.2	14.3	9.8	49.0	84.8	91.5	.0	.0	
35.7	20.6	7.4	241.1	244.0	.0	.0	.0	
45.4	25.3	12.6	213.3	217.5	26.9	.0	.0	
44.5	20.8	14.5	259.7	190.7	47.7	.0	.0	
38.5	5.5	13.1	221.1	252.4	2.3	.0	.0	
51.7	14.2	13.9	226.9	138.3	86.9	.0	.0	
2 28 1993
43.5	13.5	13.6	298.3	257.6	11.5	.0	.0	
29.5	-3.2	8.7	134.7	261.6	.0	.0	.0	
42.7	6.0	9.0	206.1	158.8	56.2	.0	.0	
46.0	7.2	13.7	287.5	247.3	30.8	.0	.0	
40.6	16.7	9.6	155.2	114.1	76.7	.0	.0	
42.7	18.6	9.7	164.0	114.5	87.7	.0	.0	
29.5	21.1	5.5	92.6	141.2	56.2	.0	.0	
44.0	31.6	6.4	92.1	255.9	39.2	.0	.0	
35.4	22.8	5.2	89.0	242.8	24.2	.0	.0	
44.1	30.6	4.9	147.6	194.6	45.4	.0	.0	
48.1	37.7	8.6	61.9	102.1	90.0	7.9	.0	
35.9	33.6	13.5	99.7	103.4	96.2	110.2	.0	
40.0	30.6	14.3	256.1	135.6	82.3	.0	.0	
36.9	21.1	11.4	262.6	225.4	54.6	.0	.0	
34.4	22.8	4.7	149.0	143.4	65.4	7.9	.0	
38.8	37.1	6.2	169.0	108.6	100.0	66.9	.0	
36.8	22.3	8.8	209.7	186.4	58.5	.0	.0	
29.7	5.7	12.4	276.1	314.6	10.0	.0	.0	
23.1	2.1	7.3	238.3	322.0	.0	.0	.0	
33.3	20.0	7.9	211.7	147.3	95.7	.0	.0	
34.2	32.7	5.6	118.3	115.5	100.0	145.7	.0	
45.7	31.8	13.8	231.1	270.7	62.3	.0	.0	
32.9	11.9	14.7	263.3	315.2	18.5	.0	.0	
29.4	5.7	10.9	271.9	341.9	10.0	.0	.0	
25.4	9.9	6.7	112.0	126.7	87.4	.0	20.0	
27.7	24.3	6.5	31.6	122.7	100.0	.0	70.0	
32.2	24.5	6.6	114.7	133.3	98.5	.0	10.0	
34.0	14.6	5.7	216.1	335.5	30.0	.0	.0	
3 31 1993
38.9	15.3	6.9	238.3	354.3	6.9	.0	.0	
48.5	30.5	9.5	231.9	129.7	85.4	.0	.0	
46.8	44.7	7.5	87.0	130.6	100.0	66.9	.0	
44.2	40.2	16.8	152.2	132.3	89.6	185.0	.0	
42.3	33.4	9.4	219.5	138.5	90.0	.0	.0	
41.8	23.0	10.1	249.0	336.9	31.5	.0	.0	
44.7	25.4	10.4	193.3	328.0	25.4	.0	.0	
48.6	32.4	14.7	230.4	272.9	51.5	.0	.0	
45.4	23.9	13.7	265.2	398.6	1.7	.0	.0	
45.5	33.6	8.2	59.0	245.3	70.8	.0	.0	
43.2	21.8	12.8	265.7	297.8	65.0	.0	.0	
35.2	24.7	5.6	114.0	156.4	92.6	19.7	.0	
29.9	27.0	21.2	137.0	146.7	100.0	35.4	230.0	
23.3	3.9	17.3	271.2	393.1	54.7	.0	.0	
24.4	4.4	7.8	213.6	400.8	8.3	.0	.0	
35.8	18.3	12.2	191.9	151.6	100.0	.0	.0	
43.6	40.7	4.1	209.0	159.4	97.7	74.8	.0	
31.2	6.4	13.6	38.2	439.5	.0	.0	.0	
29.0	4.7	8.2	62.8	299.7	52.5	.0	.0	
35.0	24.0	4.0	122.6	158.1	92.3	.0	.0	
46.7	36.5	7.9	223.3	410.5	46.9	.0	.0	
52.5	37.6	4.6	56.7	166.6	93.3	.0	.0	
45.3	44.0	11.0	45.0	162.9	100.0	78.7	.0	
56.8	50.4	5.1	102.2	187.0	97.8	.0	.0	
51.3	46.4	7.8	74.0	166.1	100.0	7.9	.0	
51.9	44.3	6.1	70.5	166.0	100.0	.0	.0	
47.6	45.8	16.7	41.0	169.3	100.0	157.5	.0	
51.7	47.5	4.2	107.4	192.0	96.1	.0	.0	
55.3	45.8	7.1	234.7	174.0	98.5	.0	.0	
