 GRID      2001  FSS         1        30        19         0        -2
   1.745193E+02   1.782823E+02   1.857847E+02   1.861008E+02   1.880610E+02
   1.918645E+02   1.885496E+02   1.847897E+02   1.855142E+02   1.789142E+02
   1.742623E+02   1.764206E+02   1.652793E+02   1.316143E+02   1.142459E+02
   1.328379E+02   1.446824E+02   1.380235E+02   1.375508E+02   1.454795E+02
   1.554249E+02   1.594465E+02   1.582154E+02   1.545609E+02   1.552432E+02
   1.737890E+02   1.840172E+02   1.746861E+02   1.700116E+02   1.804731E+02
   1.664759E+02   1.741428E+02   1.820758E+02   1.828509E+02   1.852734E+02
   1.866315E+02   1.841075E+02   1.830836E+02   1.859364E+02   1.883356E+02
   1.808793E+02   1.725565E+02   1.630995E+02   1.310342E+02   1.100913E+02
   1.270486E+02   1.363320E+02   1.315317E+02   1.272581E+02   1.374351E+02
   1.471603E+02   1.497118E+02   1.486849E+02   1.566358E+02   1.685498E+02
   1.707026E+02   1.627932E+02   1.530721E+02   1.597480E+02   1.729638E+02
   1.473349E+02   1.562774E+02   1.640035E+02   1.686718E+02   1.709727E+02
   1.735663E+02   1.701665E+02   1.686156E+02   1.707240E+02   1.764766E+02
   1.743207E+02   1.698067E+02   1.666110E+02   1.549840E+02   1.454211E+02
   1.375985E+02   1.339216E+02   1.275146E+02   1.172408E+02   1.124533E+02
   1.150594E+02   1.221298E+02   1.336901E+02   1.447697E+02   1.523158E+02
   1.472630E+02   1.401826E+02   1.420808E+02   1.495660E+02   1.523441E+02
   1.230369E+02   1.307482E+02   1.378135E+02   1.463870E+02   1.507421E+02
   1.548973E+02   1.546802E+02   1.503653E+02   1.524702E+02   1.566054E+02
   1.578882E+02   1.561711E+02   1.513675E+02   1.489889E+02   1.477862E+02
   1.431844E+02   1.381599E+02   1.279562E+02   1.195358E+02   1.045009E+02
   9.706759E+01   9.722644E+01   1.042337E+02   1.130111E+02   1.179541E+02
   1.200359E+02   1.261439E+02   1.319019E+02   1.363276E+02   1.297685E+02
   9.622698E+01   1.035869E+02   1.105541E+02   1.184584E+02   1.255928E+02
   1.303146E+02   1.320484E+02   1.304098E+02   1.303095E+02   1.328292E+02
   1.347497E+02   1.317682E+02   1.266122E+02   1.349306E+02   1.365422E+02
   1.361303E+02   1.292851E+02   1.202244E+02   1.161862E+02   1.092962E+02
   9.661908E+01   8.913087E+01   8.879411E+01   8.818308E+01   8.989273E+01
   9.574173E+01   1.004557E+02   1.049984E+02   1.064461E+02   1.022233E+02
   7.606787E+01   7.949444E+01   8.401733E+01   8.898520E+01   9.575363E+01
   1.003537E+02   1.020754E+02   1.015717E+02   1.015740E+02   1.000584E+02
   1.018828E+02   1.048942E+02   1.062905E+02   1.144761E+02   1.144225E+02
   1.153466E+02   1.086812E+02   1.046033E+02   1.029779E+02   1.042471E+02
   9.677529E+01   8.850236E+01   8.524738E+01   8.108181E+01   7.798219E+01
   7.841150E+01   7.960207E+01   7.991800E+01   7.977211E+01   7.982620E+01
   6.206813E+01   6.294383E+01   6.552214E+01   6.810607E+01   7.108124E+01
   7.283945E+01   7.408572E+01   7.408678E+01   7.463972E+01   7.179913E+01
   8.198856E+01   8.732174E+01   8.374679E+01   9.745982E+01   9.889129E+01
   9.848389E+01   9.770715E+01   9.383449E+01   9.388648E+01   9.235827E+01
   8.283644E+01   8.009791E+01   7.665554E+01   7.528929E+01   7.280391E+01
   7.225109E+01   7.035313E+01   6.907842E+01   6.953034E+01   7.145671E+01
   5.092179E+01   4.983069E+01   5.205109E+01   5.614949E+01   5.651222E+01
   5.645853E+01   5.647653E+01   5.574340E+01   5.557179E+01   5.492249E+01
   5.664071E+01   6.780422E+01   7.118222E+01   7.450299E+01   7.641444E+01
