  M  YR    DAY   TEMP     DEW      WIND   RAD      CC     RAIN    SNOW
   5 2009    1  11.733   3.915  12.235 385.102   0.599   0.000   0.000
   5 2009    2  12.889   2.342  10.168 351.032   0.787   0.000   0.000
   5 2009    3  15.484   2.580   9.125 530.410   0.189   0.000   0.000
   5 2009    4  15.089   1.542   7.516 566.609   0.000   0.000   0.000
   5 2009    5  15.367  10.107   9.671 342.825   0.699   0.440   0.000
   5 2009    6  20.990  11.415   7.165 476.364   0.499   0.000   0.000
   5 2009    7  19.489   7.905  14.360 530.923   0.144   0.000   0.000
   5 2009    8  14.233   7.783  10.080 444.520   0.643   0.000   0.000
   5 2009    9  10.228   5.849   5.245 204.785   1.065   0.042   0.000
   5 2009   10  13.467   3.068   5.635 435.858   0.732   0.000   0.000
   5 2009   11  15.622   3.381   5.625 503.851   0.333   0.000   0.000
   5 2009   12  17.078   8.440  10.733 278.112   0.921   0.031   0.000
   5 2009   13  20.806  12.241  19.137 419.074   0.776   0.042   0.000
   5 2009   14  10.550   4.177  13.921 432.151   0.588   0.031   0.011
   5 2009   15  11.778   7.179  13.522 434.841   0.621   0.555   0.000
   5 2009   16  10.016  -1.162  18.367 504.819   0.510   0.000   0.000
   5 2009   17  16.156   1.304   8.657 533.333   0.277   0.000   0.000
   5 2009   18  21.017   9.067  14.633 582.173   0.311   0.021   0.000
   5 2009   19   9.372   3.236  19.303 515.524   0.621   0.021   0.000
   5 2009   20  23.167  12.531  14.623 588.328   0.388   0.000   0.000
   5 2009   21  18.745   7.713  10.928 551.675   0.466   0.010   0.000
   5 2009   22  16.756   4.275   7.429 572.745   0.344   0.000   0.000
   5 2009   23  17.473   7.568   7.302 612.022   0.255   0.000   0.000
   5 2009   24  17.823   3.573   7.097 629.986   0.000   0.000   0.000
   5 2009   25  17.034   4.856  11.552 471.853   0.421   0.000   0.000
   5 2009   26  15.111  10.421   7.750 242.136   0.843   0.031   0.000
   5 2009   27  13.144   9.770  10.509 325.993   0.732   0.000   0.000
   5 2009   28  20.156   9.915   9.105 600.572   0.144   0.000   0.000
   5 2009   29  17.773   7.951   8.628 541.686   0.288   0.042   0.000
   5 2009   30  16.895   3.573  12.508 623.656   0.133   0.000   0.000
   5 2009   31  11.083   6.575   6.785 346.028   0.732   0.576   0.000
   6 2009    1  12.323   8.225   5.578 482.140   0.639   0.000   0.000
   6 2009    2  15.218   6.290   7.511 456.445   0.573   0.000   0.000
   6 2009    3  16.074   4.206   4.599 630.543   0.077   0.000   0.000
   6 2009    4  21.724   6.933  12.732 574.334   0.231   0.000   0.000
   6 2009    5  16.096   6.864   9.572 587.779   0.518   0.000   0.000
   6 2009    6  11.701   5.813   6.855 459.821   0.595   0.218   0.000
   6 2009    7  11.584   6.743  13.694 264.819   1.025   0.000   0.000
   6 2009    8  10.062   6.967  11.812 217.694   1.058   0.783   0.000
   6 2009    9  14.963  10.378   3.645 310.787   0.925   0.000   0.000
   6 2009   10  17.418   8.799   5.433 496.216   0.661   0.000   0.000
   6 2009   11  16.724   8.541   3.534 442.436   0.496   0.000   0.000
   6 2009   12  19.063   9.546   5.357 530.049   0.364   0.000   0.000
   6 2009   13  19.502  13.803   7.554 451.741   0.606   0.010   0.000
   6 2009   14  21.352  12.343   5.970 608.559   0.154   0.000   0.000
   6 2009   15  20.730  11.866   7.315 628.258   0.320   0.000   0.000
   6 2009   16  19.846  13.423   7.647 389.526   0.749   0.000   0.000
   6 2009   17  20.285  13.446   7.596 586.584   0.309   0.000   0.000
   6 2009   18  19.918  16.366   6.821 408.919   0.793   0.099   0.000
   6 2009   19  22.902  18.453   4.854 486.128   0.485   0.000   0.000
   6 2009   20  26.841  17.757   6.472 543.934   0.220   0.000   0.000
   6 2009   21  23.969  17.303   8.056 559.971   0.518   0.059   0.000
   6 2009   22  20.380  19.097   6.208 425.520   0.650   0.159   0.000
   6 2009   23  27.025  21.852   3.270 624.940   0.176   0.000   0.000
   6 2009   24  26.352  17.447   4.778 635.784   0.187   0.000   0.000
   6 2009   25  26.447  15.550   6.804 610.710   0.297   0.000   0.000
   6 2009   26  21.491  14.084   3.585 150.889   0.000   0.000   0.000
   6 2009   27  21.307  17.539   9.768 300.717   0.661   0.228   0.000
   6 2009   28  20.935  14.573  17.884 360.627   0.705   0.010   0.000
   6 2009   29  18.646  13.900  12.604 307.727   1.003   0.000   0.000
   6 2009   30  15.751  12.343  11.710 229.495   1.058   0.000   0.000
   7 2009    1  17.177  12.493   6.106 230.285   1.062   0.009   0.000
   7 2009    2  19.033  14.367   5.398 250.428   1.007   0.000   0.000
   7 2009    3  22.227  13.917   4.481 511.548   0.409   0.000   0.000
   7 2009    4  22.549  10.642   3.934 610.697   0.255   0.000   0.000
   7 2009    5  22.272  11.992   6.299 537.723   0.266   0.000   0.000
   7 2009    6  21.833  10.733   4.690 604.348   0.310   0.000   0.000
   7 2009    7  18.010  10.425   6.340 569.431   0.310   0.000   0.000
   7 2009    8  17.666  10.972   7.587 629.716   0.144   0.000   0.000
   7 2009    9  21.461  15.461   8.295 464.903   0.598   0.000   0.000
   7 2009   10  24.772  15.484  10.660 597.528   0.376   0.000   0.000
   7 2009   11  19.516   8.506   8.930 568.759   0.188   0.000   0.000
   7 2009   12  20.049   7.413   4.723 617.421   0.354   0.000   0.000
   7 2009   13  21.599   7.743   3.830 626.940   0.066   0.000   0.000
   7 2009   14  18.616  14.060   7.482 253.742   0.808   1.188   0.000
   7 2009   15  20.649  15.604  12.462 289.427   0.963   0.000   0.000
   7 2009   16  15.838  11.331  11.706 280.455   0.863   0.017   0.000
   7 2009   17  16.182  12.470   9.131 222.639   1.051   0.000   0.000
   7 2009   18  17.132  11.587   5.801 234.569   0.918   0.000   0.000
   7 2009   19  19.610  11.519   3.162 516.043   0.255   0.000   0.000
   7 2009   20  20.488  13.775   6.597 551.459   0.398   0.114   0.000
   7 2009   21  21.088  17.712   5.543 387.472   0.841   0.900   0.000
   7 2009   22  20.116  15.433   4.119 466.199   0.564   0.087   0.000
   7 2009   23  21.116  15.604   2.840 569.345   0.332   0.000   0.000
   7 2009   24  22.616  16.692   9.654 365.475   0.797   0.227   0.000
   7 2009   25  21.299  17.119   9.630 344.304   0.620   0.017   0.000
   7 2009   26  23.033  17.028   6.557 492.980   0.409   0.009   0.000
   7 2009   27  23.172  16.122   6.468 494.978   0.387   0.000   0.000
   7 2009   28  18.821  13.182   9.566 371.805   0.587   0.009   0.000
   7 2009   29  19.421  13.040   6.517 404.522   0.509   0.000   0.000
   7 2009   30  18.916  15.102   5.551 404.339   0.686   0.271   0.000
   7 2009   31  20.949  15.005   6.806 495.506   0.454   0.061   0.000
   8 2009    1  18.876  13.923  12.158 405.830   0.663   0.234   0.000
   8 2009    2  18.926  14.667   4.089 281.472   0.635   0.017   0.000
   8 2009    3  23.204  17.906   6.462 356.346   0.702   0.000   0.000
   8 2009    4  20.938  13.318   7.886 468.335   0.250   0.000   0.000
   8 2009    5  20.454  14.211   4.680 466.823   0.385   0.000   0.000
   8 2009    6  22.049  14.378   4.164 507.547   0.231   0.000   0.000
   8 2009    7  20.704  16.200   7.578 334.011   0.615   0.208   0.000
   8 2009    8  22.026  20.409   5.829 456.471   0.471   0.417   0.000
   8 2009    9  24.782  20.121   5.996 382.003   0.596   0.217   0.000
   8 2009   10  24.316  18.339   5.871 448.087   0.404   0.000   0.000
   8 2009   11  25.338  17.330   3.398 562.252   0.067   0.000   0.000
   8 2009   12  28.299  20.288   8.327 567.680   0.029   0.000   0.000
   8 2009   13  28.510  22.930   5.729 549.596   0.144   0.000   0.000
   8 2009   14  27.005  22.740   5.871 535.952   0.192   0.000   0.000
   8 2009   15  26.844  23.173   6.395 363.306   0.760   0.182   0.000
   8 2009   16  24.921  21.586  10.051 292.802   0.663   0.226   0.000
   8 2009   17  22.904  15.888  10.159 462.967   0.288   0.148   0.000
   8 2009   18  20.426  13.681   7.811 322.443   0.413   0.000   0.000
   8 2009   19  20.126  17.093   7.928 220.766   0.711   2.508   0.000
   8 2009   20  19.454  17.353   5.171 224.671   0.788   0.156   0.000
   8 2009   21  20.593  13.318   8.952 408.539   0.519   0.000   0.000
   8 2009   22  18.182  11.400   5.379 489.059   0.125   0.000   0.000
   8 2009   23  19.710  14.401   4.780 462.611   0.212   0.000   0.000
   8 2009   24  24.088  18.316   7.461 472.943   0.337   0.000   0.000
   8 2009   25  24.388  17.618   7.595 481.535   0.433   0.000   0.000
   8 2009   26  20.221  15.531   4.380 499.984   0.077   0.000   0.000
   8 2009   27  23.277  16.540   2.948 424.052   0.404   0.061   0.000
   8 2009   28  18.137  15.721   6.204 225.235   0.683   0.807   0.000
   8 2009   29  15.426  11.567   6.579 202.317   0.519   0.000   0.000
   8 2009   30  17.259   9.574   2.665 419.009   0.183   0.000   0.000
   8 2009   31  19.621  11.786   5.554 478.519   0.067   0.000   0.000
   9 2009    1  20.072  12.648   6.376 480.641   0.041   0.000   0.000
   9 2009    2  19.933  13.840   5.520 456.935   0.091   0.000   0.000
   9 2009    3  21.622  15.180   2.000 428.348   0.254   0.000   0.000
   9 2009    4  22.411  16.871   2.720 408.871   0.365   0.000   0.000
   9 2009    5  21.716  15.295   3.854 427.081   0.183   0.000   0.000
   9 2009    6  24.033  17.398   7.096 416.070   0.203   0.000   0.000
   9 2009    7  22.944  15.656   5.547 446.261   0.071   0.000   0.000
   9 2009    8  21.761  16.968   6.258 438.864   0.284   0.000   0.000
   9 2009    9  22.227  18.567   4.998 207.683   0.750   0.853   0.000
   9 2009   10  24.122  19.765   3.818 394.632   0.426   0.000   0.000
   9 2009   11  23.266  19.714   4.962 366.699   0.375   0.000   0.000
   9 2009   12  24.122  19.622   3.089 394.068   0.142   0.000   0.000
   9 2009   13  24.516  19.502   2.918 308.465   0.274   0.000   0.000
   9 2009   14  24.955  19.284   3.179 342.142   0.325   0.000   0.000
   9 2009   15  21.994  17.014   6.862 383.572   0.243   0.000   0.000
   9 2009   16  18.172  13.576   6.844 382.730   0.345   0.000   0.000
   9 2009   17  23.222  17.278   7.159 342.419   0.345   0.000   0.000
   9 2009   18  19.099  14.865   8.654 324.348   0.213   0.000   0.000
   9 2009   19  22.061  17.541   5.799 393.870   0.061   0.000   0.000
   9 2009   20  22.272  17.828   6.069 345.241   0.385   0.000   0.000
   9 2009   21  22.016  16.441   5.889 338.033   0.588   0.000   0.000
   9 2009   22  21.300  18.928   4.304 209.664   0.710   0.055   0.000
   9 2009   23  19.888  12.528   2.873 368.164   0.152   0.000   0.000
   9 2009   24  20.466  12.717   3.458 367.352   0.030   0.000   0.000
   9 2009   25  19.472  16.515   8.492 265.808   0.710   0.047   0.000
   9 2009   26  19.838  15.249   7.510 225.150   0.669   0.008   0.000
   9 2009   27  18.244  12.814  13.805 273.343   0.588   0.119   0.000
   9 2009   28  13.310   7.540  17.821 185.810   0.913   0.000   0.000
   9 2009   29  11.088   4.873   7.618 260.996   0.497   0.000   0.000
   9 2009   30  10.977   6.373   9.464 292.761   0.588   0.000   0.000
  10 2009    1  10.186   5.460  18.672 276.264   0.530   0.048   0.000
  10 2009    2   9.374   6.804  19.930 115.788   1.018   0.444   0.000
  10 2009    3   9.608   7.110   8.288 114.080   1.018   0.183   0.000
  10 2009    4  10.208   7.303   7.936 122.881   0.954   0.039   0.000
  10 2009    5   9.930   6.566   4.482 127.512   0.890   0.048   0.000
  10 2009    6   8.702   6.878   7.352 108.979   0.975   0.588   0.000
  10 2009    7   9.308   5.267  10.252 235.549   0.657   0.000   0.000
  10 2009    8   7.474   1.536  12.337 170.512   0.668   0.000   0.000
  10 2009    9   4.952  -1.984   7.382 260.252   0.413   0.000   0.000
  10 2009   10   0.740  -4.511  17.664 111.255   0.890   0.000   0.005
  10 2009   11   2.196  -4.885   8.560 190.477   0.594   0.000   0.000
  10 2009   12   1.390  -2.930   4.743 138.392   0.615   0.000   0.002
  10 2009   13   2.363  -3.043   3.515 243.917   0.212   0.000   0.000
  10 2009   14   4.168  -0.567   5.418 170.228   0.721   0.077   0.000
  10 2009   15   4.491   2.432   6.224 109.999   0.975   0.077   0.049
  10 2009   16   5.602   2.364   5.005 121.370   0.943   0.000   0.000
  10 2009   17   5.485   0.329   6.546 177.606   0.519   0.000   0.000
  10 2009   18  10.530   4.371  12.428 247.008   0.191   0.000   0.000
  10 2009   19  10.669   6.095  11.209  89.053   0.700   0.000   0.000
  10 2009   20   7.685   5.432   9.285  86.110   1.018   0.396   0.000
  10 2009   21   4.863   3.163  11.138 128.306   0.933   0.453   0.103
  10 2009   22   3.307   0.499   8.852  85.806   0.763   0.000   0.000
  10 2009   23   4.746   2.387  11.672  81.538   0.933   0.058   0.032
  10 2009   24   5.391   1.939   5.267 110.784   0.710   0.019   0.000
  10 2009   25   6.363   4.677  12.961  78.575   1.018   0.328   0.000
  10 2009   26   6.735   4.796   4.250  77.123   0.986   0.029   0.000
  10 2009   27   7.641   1.746  10.031 207.646   0.117   0.000   0.000
  10 2009   28   7.613   4.865   8.510 114.846   0.657   0.010   0.000
  10 2009   29  11.019   9.663  10.806  73.012   1.018   0.502   0.000
  10 2009   30  10.280   7.394  14.391 109.244   0.965   0.347   0.000
  10 2009   31   3.818  -0.731  14.744  70.363   0.965   0.000   0.000
  11 2009    1   5.172   2.722   7.167  82.769   0.865   0.154   0.000
  11 2009    2   4.177  -0.710  13.672 106.393   0.716   0.000   0.000
  11 2009    3   3.066  -2.740   7.045 159.255   0.467   0.000   0.005
  11 2009    4   4.666   2.693   8.613  86.286   0.785   0.000   0.010
  11 2009    5   3.533  -0.664   8.287 187.095   0.209   0.000   0.000
  11 2009    6   9.228   4.839   9.142 181.480   0.159   0.000   0.000
  11 2009    7  11.472   2.361  12.257 182.422   0.000   0.000   0.000
  11 2009    8   9.366   3.196   6.587 105.106   0.616   0.010   0.000
  11 2009    9   9.478   1.669   8.989 175.957   0.139   0.000   0.000
  11 2009   10   8.161  -0.093   5.558 172.815   0.000   0.000   0.000
  11 2009   11  11.100   0.645  12.440 109.889   0.547   0.000   0.000
  11 2009   12  11.194   0.434  11.382  63.625   0.895   0.000   0.000
  11 2009   13  10.728   7.489   6.546  57.321   0.954   0.328   0.000
  11 2009   14   5.866   4.890  10.180  56.318   0.805   0.154   0.000
  11 2009   15   4.110   0.005   7.910 158.089   0.060   0.000   0.000
  11 2009   16   3.505  -0.762   2.036 155.353   0.000   0.000   0.000
  11 2009   17   3.716  -1.116   4.663 152.677   0.040   0.000   0.000
  11 2009   18   4.872   2.029   7.432 150.073   0.179   0.000   0.000
  11 2009   19   7.950   6.269   4.490  81.543   0.696   0.000   0.000
  11 2009   20   6.911   2.767   5.212 140.992   0.308   0.000   0.000
  11 2009   21   5.288   2.338   8.185 142.178   0.179   0.000   0.000
  11 2009   22   9.666   8.845   6.699  49.132   0.875   0.193   0.000
  11 2009   23   9.944   9.681   7.961  95.670   0.706   0.164   0.000
  11 2009   24   8.366   7.655   4.357  47.582   0.954   0.019   0.000
  11 2009   25   4.455   3.174  13.061  46.852   0.944   0.000   0.000
  11 2009   26   0.266  -4.072  12.003  60.534   0.895   0.000   0.000
  11 2009   27   0.894  -3.455   4.856 106.099   0.497   0.000   0.000
  11 2009   28   2.977  -1.333   6.179 126.662   0.348   0.000   0.000
  11 2009   29   2.005  -2.191   7.391  44.167   0.905   0.000   0.000
  11 2009   30   2.466  -0.596  10.445  70.395   0.457   0.000   0.000
  12 2009    1   4.398  -0.248   8.215  78.873   0.833   0.000   0.000
  12 2009    2   0.420  -5.900   9.806  50.928   0.883   0.000   0.000
  12 2009    3  -3.747  -9.436   9.261  41.739   0.903   0.000   0.005
  12 2009    4  -4.859  -9.766   8.869  49.223   0.853   0.000   0.022
  12 2009    5  -6.503 -11.474   4.012  99.264   0.451   0.000   0.000
  12 2009    6  -8.264 -12.544   6.441  72.714   0.241   0.000   0.000
  12 2009    7  -6.481 -11.782   3.502  64.711   0.461   0.000   0.000
  12 2009    8  -9.581 -14.678   8.915  41.928   0.532   0.000   0.030
  12 2009    9 -11.459 -17.142  15.419  48.366   0.883   0.000   0.000
  12 2009   10 -15.304 -21.288   9.561 106.759   0.201   0.000   0.000
  12 2009   11 -13.148 -19.918  10.389 107.656   0.070   0.000   0.000
  12 2009   12  -4.536 -10.313   7.241  92.238   0.632   0.000   0.000
  12 2009   13 -12.804 -21.595   8.851  83.408   0.582   0.000   0.020
  12 2009   14 -12.665 -19.963   9.343  62.608   0.672   0.000   0.050
  12 2009   15 -15.859 -22.619   9.716 101.387   0.271   0.000   0.000
  12 2009   16 -11.620 -19.463   3.430  93.075   0.441   0.000   0.000
  12 2009   17  -6.459 -13.017   4.376  49.024   0.672   0.010   0.000
  12 2009   18  -5.370  -9.505   5.222  36.795   0.652   0.000   0.000
  12 2009   19  -6.364 -11.713   3.339  71.647   0.682   0.000   0.000
  12 2009   20  -3.470  -7.705   4.357  52.353   0.913   0.000   0.005
  12 2009   21  -2.986  -8.463   6.786  65.678   0.863   0.010   0.000
  12 2009   22  -2.636  -8.178   4.821  69.854   0.582   0.000   0.000
  12 2009   23  -0.325  -5.188  15.237  41.928   0.792   0.000   0.000
  12 2009   24   1.531  -1.627  14.328  36.357   0.802   0.000   0.198
  12 2009   25   4.709   1.912  23.179  62.488   0.809   0.000   0.094
  12 2009   26  -0.275  -3.382   7.851  36.317   0.772   0.000   0.030
  12 2009   27  -1.525  -4.949   9.679  55.761   0.632   0.000   0.000
  12 2009   28  -7.475 -13.062  11.726  95.537   0.401   0.000   0.000
  12 2009   29 -11.065 -16.550   7.960  78.873   0.281   0.000   0.000
  12 2009   30  -7.475 -12.732   9.552  36.845   0.752   0.000   0.007
  12 2009   31  -8.792 -14.308   9.588  87.324   0.695   0.000   0.000
   1 2010    1 -12.295 -17.401  11.153  98.757   0.345   0.000   0.000
   1 2010    2 -16.651 -22.289   7.198 100.465   0.178   0.000   0.000
   1 2010    3 -12.923 -19.031   6.250 101.629   0.214   0.000   0.000
   1 2010    4 -11.184 -18.065  10.474 100.953   0.060   0.000   0.000
   1 2010    5  -9.079 -16.559   8.513 103.281   0.000   0.000   0.000
   1 2010    6  -6.534 -12.976   7.704 101.075   0.202   0.000   0.000
   1 2010    7  -8.317 -12.578  15.129  36.817   0.952   0.000   0.000
   1 2010    8  -9.312 -15.646   8.728 105.618   0.024   0.000   0.000
   1 2010    9  -9.262 -16.512   8.976 107.401   0.000   0.000   0.000
   1 2010   10  -5.539 -10.897  12.866  64.193   0.571   0.000   0.000
   1 2010   11  -2.067  -6.094   6.562 104.351   0.488   0.000   0.000
   1 2010   12  -0.817  -4.208  10.959  93.568   0.381   0.000   0.000
   1 2010   13   1.433  -0.981   9.094  39.426   1.143   0.000   0.000
   1 2010   14   3.239   0.455  12.446  39.952   0.845   0.000   0.000
   1 2010   15   0.711  -1.553  11.185 105.205   0.512   0.000   0.000
   1 2010   16   5.156   2.273  13.469 112.638   0.488   0.000   0.000
   1 2010   17   6.662   3.490   9.730 110.188   0.476   0.000   0.000
   1 2010   18   4.995   1.576   8.922  84.417   0.821   0.000   0.000
   1 2010   19   2.311   0.306   5.086  42.917   1.143   0.000   0.006
   1 2010   20   1.989  -0.784  14.094  98.307   0.714   0.000   0.000
   1 2010   21   3.934   1.051  15.183  77.932   0.666   0.000   0.000
   1 2010   22   6.384   3.961  13.566  51.636   1.119   0.000   0.000
   1 2010   23   7.912   6.897  18.167  58.477   1.012   0.037   0.056
   1 2010   24   8.445   8.014   9.579  46.483   0.905   0.000   0.128
   1 2010   25   2.289  -0.212  18.814  53.053   0.952   0.000   0.000
   1 2010   26  -8.362 -12.999  13.168  83.873   0.619   0.000   0.000
   1 2010   27 -10.629 -15.225  14.094  80.663   0.607   0.000   0.000
   1 2010   28 -13.223 -18.267  10.474 130.028   0.107   0.000   0.000
   1 2010   29 -10.284 -15.326   5.603 144.668   0.000   0.000   0.000
   1 2010   30  -8.106 -13.741   6.735 147.043   0.167   0.000   0.000
   1 2010   31  -8.801 -13.842  11.066 145.597   0.226   0.000   0.000
   2 2010    1  -8.239 -14.263   4.796 125.190   0.568   0.000   0.000
   2 2010    2  -4.883  -8.341   5.854  87.042   0.770   0.000   0.032
   2 2010    3  -4.377  -8.735   4.906 114.984   0.606   0.000   0.000
   2 2010    4   1.690  -1.385   4.223  55.332   1.123   0.000   0.000
   2 2010    5   4.401   2.707  17.916  56.396   1.211   0.000   0.000
   2 2010    6   2.107  -1.062   9.272  65.291   1.035   0.000   0.000
   2 2010    7   1.179  -2.959  10.242 150.123   0.770   0.000   0.000
   2 2010    8   2.362   0.088  16.306  67.960   1.199   0.000   0.141
   2 2010    9  -1.155  -4.677   9.856  91.701   0.782   0.013   0.000
   2 2010   10  -3.194  -9.285   6.560 170.454   0.126   0.000   0.000
   2 2010   11  -5.044  -9.387   2.205 175.543   0.076   0.000   0.000
   2 2010   12  -3.749 -10.235   4.145 184.034   0.000   0.000   0.000
   2 2010   13  -0.532  -8.264   7.872 168.170   0.265   0.000   0.000
   2 2010   14  -0.766  -4.754  14.972 142.503   0.757   0.000   0.013
   2 2010   15   2.962  -3.181  16.405  78.138   1.110   0.000   0.000
   2 2010   16   3.912  -6.674  14.807 161.458   0.555   0.000   0.000
   2 2010   17   5.324  -5.424  11.587 189.949   0.303   0.000   0.000
   2 2010   18   3.707  -6.943   7.552 205.841   0.000   0.000   0.000
   2 2010   19   1.968  -8.019   3.727 209.637   0.114   0.000   0.000
   2 2010   20   1.457  -5.251   2.205 139.495   0.681   0.000   0.000
   2 2010   21   1.968  -6.399   5.050 216.093   0.025   0.000   0.000
   2 2010   22   1.390  -3.630   6.516 201.623   0.240   0.000   0.000
   2 2010   23  -1.527  -6.572  13.748 122.842   0.681   0.000   0.000
   2 2010   24  -6.366 -12.742   6.836 229.307   0.164   0.000   0.000
   2 2010   25  -4.444  -8.264   3.065 217.349   0.404   0.000   0.000
   2 2010   26  -0.393 -12.246   6.196 237.432   0.000   0.000   0.000
   2 2010   27   4.424  -9.512   8.181 241.549   0.051   0.000   0.000
   2 2010   28   4.212  -4.527   5.645 238.780   0.177   0.000   0.000
   3 2010    1  -0.700  -4.592   2.177 254.552   0.099   0.000   0.000
   3 2010    2   0.850  -4.498   2.431 255.774   0.121   0.000   0.000
   3 2010    3   2.978  -4.691   3.958 267.522   0.077   0.000   0.000
   3 2010    4   2.189   0.020   7.381 265.978   0.351   0.000   0.000
   3 2010    5   4.828   1.309   7.688 253.718   0.231   0.000   0.000
   3 2010    6   6.661  -1.899   6.890 276.124   0.384   0.000   0.000
   3 2010    7   8.884   1.478   2.738 200.864   0.582   0.000   0.000
   3 2010    8   5.639   5.494   5.406 110.020   0.659   0.000   0.000
   3 2010    9   7.495   6.224   6.811 278.436   0.604   0.000   0.000
   3 2010   10   6.867   6.867  11.199 105.055   0.878   0.513   0.000
   3 2010   11   7.306   7.306  12.761 275.243   0.176   0.208   0.000
   3 2010   12   7.050   7.050  10.646 121.530   0.835   0.134   0.000
   3 2010   13   7.700   7.700   6.547 110.190   0.878   0.024   0.000
   3 2010   14  11.384   9.898   4.485 302.120   0.582   0.000   0.000
   3 2010   15  13.095   9.629   5.204 269.170   0.527   0.000   0.000
   3 2010   16  11.078  10.290   4.976 196.317   0.703   0.220   0.000
   3 2010   17  11.106   7.076   9.830 328.619   0.077   0.000   0.000
   3 2010   18  11.939   4.303  12.252 285.674   0.351   0.000   0.000
   3 2010   19   2.494  -3.403   9.917 175.427   0.692   0.000   0.000
   3 2010   20   0.800  -8.261   7.399 349.395   0.011   0.000   0.000
   3 2010   21   7.700  -0.855   8.074 349.774   0.044   0.000   0.000
   3 2010   22   7.678   1.332   7.030 300.964   0.384   0.000   0.000
   3 2010   23  10.223   0.772   6.547 275.063   0.439   0.000   0.000
   3 2010   24   6.633  -3.333  10.312 359.058   0.176   0.000   0.000
   3 2010   25  -3.367 -13.133   7.794 374.178   0.000   0.000   0.000
   3 2010   26   2.794  -7.242   8.092 309.699   0.538   0.000   0.000
   3 2010   27   8.300   4.542   6.740 154.840   0.944   0.049   0.000
   3 2010   28   5.433  -0.319   6.319 357.542   0.132   0.000   0.000
   3 2010   29   8.650   1.332   7.943 382.174   0.121   0.000   0.000
   3 2010   30  14.784   5.616   9.637 333.848   0.417   0.000   0.000
   3 2010   31  19.323   8.730  10.163 376.386   0.187   0.000   0.000
   4 2010    1  16.993   5.472  16.118 347.448   0.293   0.000   0.000
   4 2010    2  15.721  14.589  11.324 278.381   0.758   0.435   0.000
   4 2010    3  12.087   4.902  14.462 237.193   0.985   0.000   0.000
   4 2010    4  11.321   8.592   7.701 241.389   0.852   0.060   0.000
   4 2010    5  15.254   4.557  11.576 419.879   0.466   0.000   0.000
   4 2010    6  15.049   3.120   7.993 364.348   0.479   0.000   0.000
   4 2010    7   8.637   0.871   8.952 348.339   0.572   0.000   0.000
   4 2010    8   7.476   0.005   6.691 419.594   0.519   0.000   0.000
   4 2010    9   9.332  -0.167   5.854 434.164   0.373   0.000   0.000
   4 2010   10  15.232  -0.564  10.375 434.836   0.319   0.000   0.000
   4 2010   11  15.304   0.800   3.664 404.817   0.240   0.000   0.000
   4 2010   12  13.799   3.144  12.111 318.158   0.945   0.045   0.000
   4 2010   13  12.476  10.007  16.531 310.627   0.798   0.000   0.000
   4 2010   14  14.976  14.071  11.324 309.168   0.532   0.045   0.000
   4 2010   15  19.238  14.118  16.279 399.322   0.546   0.015   0.000
   4 2010   16  13.726   1.269  16.743 476.659   0.319   0.000   0.000
   4 2010   17  15.304   1.660  10.072 482.580   0.013   0.000   0.000
   4 2010   18  12.732   3.144   6.600 484.702   0.040   0.000   0.000
   4 2010   19  13.476   6.214   4.733 485.346   0.080   0.000   0.000
   4 2010   20  15.026   6.191   9.578 457.884   0.186   0.000   0.000
   4 2010   21   6.415   3.589  11.596 418.448   0.546   0.000   0.000
   4 2010   22  10.093   3.643   5.854 495.501   0.293   0.000   0.000
   4 2010   23  17.710   4.813   6.570 500.181   0.036   0.000   0.000
   4 2010   24  14.515   8.817  12.666 180.204   1.171   0.135   0.000
   4 2010   25  14.332   6.292  14.715 434.761   0.625   0.015   0.000
   4 2010   26  14.143   5.199  12.363 506.802   0.173   0.000   0.000
   4 2010   27  10.559   1.269   8.831 527.292   0.000   0.000   0.000
   4 2010   28  13.060   0.154   9.790 528.912   0.120   0.000   0.000
   4 2010   29  14.749  11.315  13.120 199.036   0.838   0.045   0.000
   4 2010   30  14.421  14.421  11.233 264.816   0.758   0.315   0.000
   5 2010    1  15.572   8.486  15.315 225.314   0.821   0.010   0.000
   5 2010    2  14.856   5.605  14.048 328.568   0.610   0.000   0.000
   5 2010    3  13.028   7.057  12.625 216.622   0.932   0.000   0.000
   5 2010    4  13.028   6.819   9.252 497.454   0.510   0.189   0.000
   5 2010    5  11.455   7.615   9.047 285.826   0.643   0.063   0.000
   5 2010    6  10.761   4.955   6.580 353.016   0.787   0.000   0.000
   5 2010    7   6.338   3.045  15.559 202.268   1.020   0.000   0.072
   5 2010    8   9.211   0.985   8.979 360.798   0.665   0.000   0.000
   5 2010    9  10.989  -1.214   5.069 441.123   0.399   0.000   0.000
   5 2010   10  12.794   1.304  10.451 449.902   0.621   0.000   0.000
   5 2010   11  10.850   5.100  12.118 225.207   1.043   0.147   0.000
   5 2010   12  13.817   2.847  15.793 452.902   0.854   0.000   0.000
   5 2010   13  10.711   9.480  10.850 211.357   0.976   1.079   0.000
   5 2010   14  13.861   7.661  10.880 366.122   0.665   0.010   0.000
   5 2010   15  16.850   8.387   5.108 561.247   0.111   0.000   0.000
   5 2010   16  20.667   8.997   5.489 525.068   0.322   0.000   0.000
   5 2010   17  22.128   9.358   4.592 531.417   0.410   0.000   0.000
   5 2010   18  21.523   7.469   4.533 596.159   0.089   0.000   0.000
