  M  YR    DAY   TEMP     DEW      WIND   RAD      CC     RAIN    SNOW
   4 2008   12  -2.111  -8.001  13.250 381.000   0.591   0.000   0.000
   4 2008   13  -1.556 -11.334   5.180 474.000   0.272   0.000   0.000
   4 2008   14   1.667 -11.945   6.570 484.000   0.240   0.000   0.000
   4 2008   15   7.778  -3.500  17.970 481.000   0.284   0.000   0.000
   4 2008   16  11.223   2.167  17.510 293.000   0.811   0.000   0.000
   4 2008   17   6.389  -2.111   7.490 474.000   0.357   0.000   0.000
   4 2008   18   5.834  -4.167   6.220 348.000   0.715   0.000   0.000
   4 2008   19   4.556   0.056   9.560 169.000   1.000   0.020   0.000
   4 2008   20   3.056   2.222  13.130 174.000   1.000   0.100   0.000
   4 2008   21   7.167   3.111  17.400 455.000   0.479   0.000   0.000
   4 2008   22   8.612   3.334  11.170 474.000   0.432   0.750   0.000
   4 2008   23  11.612  -2.722  10.140 522.000   0.248   0.000   0.000
   4 2008   24  10.668   2.000  10.600 193.000   0.998   0.250   0.000
   4 2008   25   5.056   3.889  11.290 167.000   1.000   0.530   0.000
   4 2008   26  -0.167  -2.334  16.590 164.000   1.000   0.000   0.175
   4 2008   27  -1.611  -7.945  14.520 508.000   0.381   0.000   0.003
   4 2008   28  -0.611  -6.056   7.490 238.000   0.943   0.000   0.000
   4 2008   29   2.334  -7.112   8.290 520.000   0.365   0.000   0.000
   4 2008   30   6.278  -5.500   7.490 553.000   0.234   0.000   0.000
   5 2008    1   5.223  -3.611  16.010 465.000   0.547   0.080   0.000
   5 2008    2   4.445  -1.722  19.580 186.000   1.000   0.050   0.000
   5 2008    3   4.556  -2.556  16.360 570.000   0.202   0.860   0.000
   5 2008    4   7.445  -5.612   9.220 512.000   0.449   0.000   0.000
   5 2008    5   5.889  -3.889   9.220 560.000   0.294   0.000   0.000
   5 2008    6   9.279   0.000   4.840 567.000   0.278   0.000   0.000
   5 2008    7   9.890   1.222  12.100 498.000   0.513   0.240   0.000
   5 2008    8   7.612  -2.389   5.760 601.000   0.094   0.000   0.000
   5 2008    9   7.834  -1.945   4.490 458.000   0.616   0.000   0.000
   5 2008   10   7.278  -2.167   5.760 381.000   0.761   0.020   0.000
   5 2008   11   4.500  -0.222  11.640 455.000   0.632   0.410   0.000
   5 2008   12   4.723  -1.445   9.100 503.000   0.535   0.000   0.000
   5 2008   13   5.723   2.111  13.710 253.000   0.955   0.000   0.000
   5 2008   14   8.334   1.445  10.140 546.000   0.440   0.130   0.000
   5 2008   15  13.001   0.833   7.490 493.000   0.575   0.000   0.000
   5 2008   16  14.057   5.112  10.600 522.000   0.515   0.010   0.000
   5 2008   17  12.168   0.111  15.440 474.000   0.623   0.050   0.000
   5 2008   18   6.889  -1.000  10.600 553.000   0.450   0.000   0.000
   5 2008   19   7.501  -3.000   4.840 474.000   0.631   0.000   0.000
   5 2008   20  10.001  -0.500  12.790 632.000   0.159   0.000   0.000
   5 2008   21   9.890  -1.000  10.140 655.000   0.000   0.000   0.000
   5 2008   22  10.056   1.778   9.220 613.000   0.288   0.000   0.000
   5 2008   23   9.390   2.278  12.670 598.000   0.352   0.000   0.000
   5 2008   24  11.056   2.667  10.940 651.000   0.067   0.000   0.000
   5 2008   25  12.612   8.001   9.910 305.000   0.906   0.110   0.000
   5 2008   26  10.279   8.223   8.410 265.000   0.958   0.260   0.000
   5 2008   27   5.723  -0.278   5.880 674.000   0.000   0.070   0.000
   5 2008   28  11.945  -1.945   6.800 672.000   0.000   0.000   0.000
   5 2008   29  14.946   2.000   7.260 350.000   0.852   0.000   0.000
   5 2008   30  11.668   8.556   8.060 219.000   1.000   0.520   0.000
   5 2008   31  13.557   7.667  10.710 515.000   0.593   0.010   0.000
   6 2008    1  16.668   7.112   7.830 572.000   0.473   0.000   0.000
   6 2008    2  14.223   5.334   6.220 493.000   0.639   0.130   0.000
   6 2008    3  10.668   2.834  12.900 527.000   0.577   0.000   0.000
   6 2008    4   9.056   0.945   9.790 222.000   1.000   0.010   0.000
   6 2008    5  10.501   8.112   7.720 362.000   0.845   0.100   0.000
   6 2008    6  12.168  10.112  21.890 601.000   0.415   2.120   0.000
   6 2008    7  18.390  10.501  15.320 601.000   0.419   0.100   0.000
   6 2008    8  17.446   8.001   6.220 582.000   0.470   0.000   0.000
   6 2008    9  15.112  10.167   8.410 441.000   0.736   0.330   0.000
   6 2008   10  10.556   7.112   7.830 331.000   0.889   0.020   0.000
   6 2008   11   7.556   5.778  13.130 279.000   0.953   0.150   0.000
   6 2008   12  12.168   9.223  13.360 484.000   0.670   0.000   0.000
   6 2008   13  13.779   9.001  14.170 484.000   0.671   0.030   0.000
   6 2008   14  15.501   8.223  11.750 443.000   0.737   0.000   0.000
   6 2008   15  15.890   8.334  12.100 527.000   0.596   0.000   0.000
   6 2008   16  12.779   6.000  11.290 372.000   0.839   0.000   0.000
   6 2008   17  15.001   6.112   8.760 646.000   0.301   0.000   0.000
   6 2008   18  16.557   3.556   7.950 720.000   0.000   0.000   0.000
   6 2008   19  15.057   7.612   3.110 539.000   0.575   0.020   0.000
   6 2008   20  19.279  10.890   6.910 646.000   0.303   0.020   0.000
   6 2008   21  17.446   9.223   8.870 593.000   0.459   0.080   0.000
   6 2008   22  16.001   9.834   8.870 427.000   0.763   0.010   0.000
   6 2008   23  17.335   9.501   2.760 615.000   0.402   0.000   0.000
   6 2008   24  20.891  10.890   9.220 622.000   0.381   0.000   0.000
   6 2008   25  23.057  14.501  11.170 536.000   0.581   0.000   0.000
   6 2008   26  22.780  13.168   7.260 665.000   0.219   0.000   0.000
   6 2008   27  17.946  13.668   4.490 434.000   0.751   0.710   0.000
   6 2008   28  16.279  11.890  11.750 586.000   0.472   0.140   0.000
   6 2008   29  17.779  10.279  13.710 663.000   0.221   0.020   0.000
   6 2008   30  18.668   8.056   7.030 710.000   0.000   0.000   0.000
   7 2008    1  21.891  12.001  10.940 713.000   0.000   0.000   0.000
   7 2008    2  20.724  12.001  12.670 624.000   0.363   0.000   0.000
   7 2008    3  15.223   7.501   5.070 696.000   0.000   0.000   0.000
   7 2008    4  17.390   8.667   6.340 646.000   0.279   0.000   0.000
   7 2008    5  20.279  12.668   7.260 655.000   0.235   0.000   0.000
   7 2008    6  24.391  14.446  13.590 679.000   0.000   0.050   0.000
   7 2008    7  17.946  11.612  10.020 658.000   0.207   0.000   0.000
   7 2008    8  15.668  10.167  11.750 634.000   0.307   0.000   0.000
   7 2008    9  17.613   9.556  10.830 636.000   0.294   0.000   0.000
   7 2008   10  17.279  13.057   6.570 510.000   0.609   0.010   0.000
   7 2008   11  13.057  10.723  13.710 620.000   0.341   0.040   0.000
   7 2008   12  17.613  10.390  14.860 620.000   0.336   1.050   0.000
   7 2008   13  15.890   8.723  17.510 408.000   0.773   0.040   0.000
   7 2008   14  17.446   9.112   6.340 653.000   0.170   0.020   0.000
   7 2008   15  21.113  13.001   9.450 717.000   0.000   0.630   0.000
   7 2008   16  19.446  13.557   6.340 560.000   0.486   0.000   0.000
   7 2008   17  14.501  12.612   6.220 334.000   0.871   0.120   0.000
   7 2008   18  17.835  12.945   6.570 629.000   0.257   0.850   0.000
   7 2008   19  17.057  13.001   6.570 534.000   0.533   0.000   0.000
   7 2008   20  16.279  13.446   6.110 539.000   0.517   0.350   0.000
   7 2008   21  15.890  13.612   4.840 365.000   0.821   0.360   0.000
   7 2008   22  17.390  11.223   6.800 703.000   0.000   0.000   0.000
   7 2008   23  16.168   8.334   5.410 720.000   0.000   0.000   0.000
   7 2008   24  16.779  11.168   7.600 348.000   0.839   0.340   0.000
   7 2008   25  21.168  16.446   8.870 555.000   0.451   0.290   0.000
   7 2008   26  19.890  11.056  11.400 691.000   0.000   0.000   0.000
   7 2008   27  20.724  11.945   9.100 705.000   0.000   0.000   0.000
   7 2008   28  19.335  13.446   5.530 703.000   0.000   0.000   0.000
   7 2008   29  20.335  14.334  11.750 577.000   0.353   0.430   0.000
   7 2008   30  20.446  14.001  10.140 579.000   0.336   0.000   0.000
   7 2008   31  19.390  14.835   3.460 632.000   0.000   0.000   0.000
   8 2008    1  20.391  13.279   7.370 672.000   0.000   0.000   0.000
   8 2008    2  19.224  10.890   4.610 689.000   0.000   0.000   0.000
   8 2008    3  18.168  13.501   8.180 572.000   0.316   0.000   0.000
   8 2008    4  21.113  16.112   3.800 632.000   0.000   0.150   0.000
   8 2008    5  20.502  13.334   8.520 615.000   0.000   0.000   0.000
   8 2008    6  18.557  12.279   7.030 567.000   0.296   0.200   0.000
   8 2008    7  17.613  11.556   6.570 636.000   0.000   0.020   0.000
   8 2008    8  18.390  10.556   4.950 617.000   0.000   0.000   0.000
   8 2008    9  17.557  11.445   8.870 651.000   0.000   0.000   0.000
   8 2008   10  14.279   8.501   4.490 689.000   0.000   0.000   0.000
   8 2008   11  15.723  10.668   5.530 634.000   0.000   0.000   0.000
   8 2008   12  15.890  12.668   8.520 257.000   0.924   0.080   0.000
   8 2008   13  18.279  16.057   5.530 439.000   0.602   0.000   0.000
   8 2008   14  18.057  13.001  10.480 613.000   0.000   0.290   0.000
   8 2008   15  16.779   8.501   4.840 672.000   0.000   0.000   0.000
   8 2008   16  19.835  12.945   8.180 601.000   0.000   0.090   0.000
   8 2008   17  22.224  15.001   9.910 651.000   0.000   0.000   0.000
   8 2008   18  21.279  14.557  11.870 505.000   0.369   0.000   0.000
   8 2008   19  14.890  10.334  13.480 617.000   0.000   0.000   0.000
   8 2008   20  17.279  14.057   8.180 515.000   0.293   0.000   0.000
   8 2008   21  21.057  16.501   9.560 632.000   0.000   0.000   0.000
   8 2008   22  21.780  17.279  13.480 291.000   0.839   0.010   0.000
   8 2008   23  16.946  11.056  15.550 381.000   0.660   0.090   0.000
   8 2008   24  14.223   6.945   7.720 629.000   0.000   0.000   0.000
   8 2008   25  13.946   6.612   3.340 639.000   0.000   0.000   0.000
   8 2008   26  14.890   8.945   7.950 632.000   0.000   0.010   0.000
   8 2008   27  16.446  12.501   8.760 329.000   0.744   0.000   0.000
   8 2008   28  16.501  12.945   7.030 503.000   0.138   1.780   0.000
   8 2008   29  15.668   9.723   7.600 582.000   0.000   0.210   0.000
   8 2008   30  17.668   8.945   6.340 601.000   0.000   0.000   0.000
   8 2008   31  21.113  12.723  12.560 605.000   0.000   0.000   0.000
   9 2008    1  23.169  15.501  13.820 584.000   0.000   0.000   0.000
   9 2008    2  22.224  18.279  13.480 172.000   0.996   0.480   0.000
   9 2008    3  12.557   6.945  10.250 455.000   0.287   0.000   0.000
   9 2008    4  11.390   6.334   5.530 450.000   0.289   0.000   0.000
   9 2008    5  10.334   7.278   4.150 298.000   0.751   0.030   0.000
   9 2008    6  13.112   9.001   3.230 334.000   0.660   0.030   0.000
   9 2008    7  11.334   8.056   6.450 322.000   0.681   0.060   0.000
   9 2008    8   8.890   5.500   7.490 334.000   0.641   0.020   0.000
   9 2008    9   9.612   3.889   5.880 548.000   0.000   0.000   0.000
   9 2008   10  12.834   5.778   9.450 303.000   0.702   0.000   0.000
   9 2008   11  14.168  10.056   8.180 186.000   0.942   0.010   0.000
   9 2008   12  14.334  11.056   5.760 241.000   0.829   0.690   0.000
   9 2008   13  13.223  10.556   4.260 241.000   0.822   0.000   0.000
   9 2008   14  11.612   9.890   7.370 167.000   0.966   0.120   0.000
   9 2008   15   8.890   5.278   6.340 446.000   0.000   0.050   0.000
   9 2008   16  14.946   8.001  11.980 541.000   0.000   0.000   0.000
   9 2008   17  14.168   7.556   5.300 536.000   0.000   0.000   0.000
   9 2008   18  13.668   8.778   8.520 515.000   0.000   0.000   0.000
   9 2008   19  19.002  13.057  14.280 462.000   0.000   0.000   0.000
   9 2008   20  13.557   8.890   9.680 415.000   0.000   0.000   0.000
   9 2008   21  10.668   7.723  11.640 360.000   0.336   0.000   0.000
   9 2008   22  14.168  11.390   9.910 358.000   0.319   0.000   0.000
   9 2008   23  17.224  14.390  11.520 164.000   0.933   0.030   0.000
   9 2008   24  14.501   9.223  12.440 510.000   0.000   0.930   0.000
   9 2008   25  12.334   7.389   5.760 374.000   0.000   0.000   0.000
   9 2008   26  18.390  12.501  11.400 470.000   0.000   0.000   0.000
   9 2008   27  14.168  12.057   7.490 195.000   0.837   1.140   0.000
   9 2008   28   9.945   7.112   7.030 369.000   0.000   0.000   0.000
   9 2008   29  11.334   7.945   8.520 327.000   0.306   0.000   0.000
   9 2008   30   8.223   4.334  15.440 191.000   0.826   0.000   0.000
  10 2008    1   8.445   4.334  10.940 322.000   0.272   0.000   0.000
  10 2008    2   9.556   5.000   9.790 276.000   0.514   0.000   0.000
  10 2008    3   5.278  -1.556   5.760 470.000   0.000   0.000   0.000
  10 2008    4   5.556  -0.889   3.230 453.000   0.000   0.000   0.000
  10 2008    5   7.778   4.111  11.170 388.000   0.000   0.000   0.000
  10 2008    6   9.723   8.223  15.090 150.000   0.895   0.600   0.000
  10 2008    7  11.390   9.667  11.640 136.000   0.927   0.010   0.000
  10 2008    8  10.001   6.056   8.760 391.000   0.000   0.840   0.000
  10 2008    9   9.667   0.722  15.780 424.000   0.000   0.000   0.000
  10 2008   10   5.889   2.667   4.720 174.000   0.792   0.410   0.000
  10 2008   11   9.612   6.223  12.670 331.000   0.000   0.020   0.000
  10 2008   12  12.445  11.056  10.710 231.000   0.538   0.040   0.000
  10 2008   13  15.279  13.223  11.400 129.000   0.910   0.020   0.000
  10 2008   14   6.334   0.556  10.710 403.000   0.000   0.150   0.000
  10 2008   15   7.834   2.000  13.590 176.000   0.732   0.000   0.000
  10 2008   16   5.612  -0.222   7.260 245.000   0.346   0.000   0.000
  10 2008   17   6.612   0.945   2.070 184.000   0.674   0.000   0.000
  10 2008   18   5.889   1.278   7.600 305.000   0.000   0.000   0.000
  10 2008   19   9.167   4.334  11.520 145.000   0.808   0.000   0.000
  10 2008   20   6.334   1.111   8.760 353.000   0.000   0.000   0.000
  10 2008   21   3.000  -1.556   7.600 334.000   0.000   0.000   0.000
  10 2008   22   3.889  -0.556  10.830 284.000   0.000   0.000   0.000
  10 2008   23   5.723   0.444   9.220 355.000   0.000   0.010   0.000
  10 2008   24   6.056   3.889   4.490 117.000   0.869   0.170   0.000
  10 2008   25   6.501   3.056  11.170 245.000   0.000   0.590   0.000
  10 2008   26   5.167   0.389  14.280 131.000   0.793   0.010   0.000
  10 2008   27   0.667  -4.723  15.780 157.000   0.655   0.000   0.008
  10 2008   28   0.111  -8.223   8.760 293.000   0.000   0.000   0.000
  10 2008   29   2.389  -7.834   5.180 322.000   0.000   0.000   0.000
  10 2008   30   9.001  -1.722  14.630 288.000   0.000   0.000   0.000
  10 2008   31   9.612  -0.500   9.680 312.000   0.000   0.000   0.000
  11 2008    1   4.445  -2.611   5.880 307.000   0.000   0.000   0.000
  11 2008    2   6.167   1.556   9.790 126.000   0.737   0.000   0.000
  11 2008    3   5.556   4.556   9.680 279.000   0.000   0.000   0.000
  11 2008    4  12.779   7.334   9.450 279.000   0.000   0.010   0.000
  11 2008    5  13.501   8.723   9.450 112.000   0.777   0.210   0.000
  11 2008    6  11.112   9.723  13.020 107.000   0.793   0.300   0.000
  11 2008    7   6.000   3.611   4.610  88.000   0.881   0.230   0.000
  11 2008    8   0.945  -1.500  14.750  93.000   0.848   0.000   0.091
  11 2008    9  -4.389  -9.723  15.670 145.000   0.487   0.000   0.000
  11 2008   10  -4.334  -8.945   9.560 226.000   0.000   0.000   0.000
  11 2008   11  -4.723  -8.834   3.690 243.000   0.000   0.000   0.000
  11 2008   12   0.389  -1.611   7.950  86.000   0.851   0.000   0.008
  11 2008   13   1.778   0.333  11.750  83.000   0.859   0.080   0.000
  11 2008   14   1.667  -1.722  11.170  81.000   0.862   0.000   0.015
  11 2008   15  -1.611  -5.889  12.100  81.000   0.854   0.000   0.000
  11 2008   16  -4.723  -9.279   7.720  91.000   0.784   0.000   0.000
  11 2008   17  -5.278  -9.501   9.330 119.000   0.556   0.000   0.000
  11 2008   18  -7.834 -13.501   7.140 210.000   0.000   0.000   0.000
  11 2008   19  -2.722  -8.556  12.330  76.000   0.852   0.000   0.000
  11 2008   20  -7.667 -13.390  14.400 207.000   0.000   0.000   0.000
  11 2008   21 -11.779 -16.612   8.060 217.000   0.000   0.000   0.000
  11 2008   22  -8.945 -12.557   6.800 155.000   0.000   0.000   0.000
  11 2008   23  -2.611  -5.112   8.870  72.000   0.847   0.000   0.000
  11 2008   24  -3.445  -5.723   8.760 122.000   0.354   0.000   0.004
  11 2008   25  -7.389 -10.556   6.680 188.000   0.000   0.000   0.000
  11 2008   26  -5.778  -9.779   5.530 200.000   0.000   0.000   0.000
  11 2008   27  -4.389  -6.667   9.330  64.000   0.873   0.000   0.008
  11 2008   28  -2.722  -6.834  11.750 122.000   0.198   0.000   0.000
  11 2008   29  -8.001  -9.890   3.800  83.000   0.710   0.000   0.010
  11 2008   30  -7.112  -9.112   7.490  64.000   0.854   0.000   0.000
  12 2008    1  -9.001 -13.390  12.790 179.000   0.000   0.000   0.000
  12 2008    2  -7.334 -11.168  12.100 141.000   0.000   0.000   0.000
  12 2008    3  -7.723 -13.668  12.670 174.000   0.000   0.000   0.000
  12 2008    4 -12.112 -16.946  10.250 131.000   0.000   0.000   0.000
  12 2008    5 -13.334 -16.890  11.290 105.000   0.359   0.000   0.010
  12 2008    6 -10.612 -15.223  12.100 153.000   0.000   0.000   0.046
  12 2008    7 -17.946 -21.446   6.680 105.000   0.315   0.000   0.000
  12 2008    8 -11.445 -13.834   4.030  55.000   0.881   0.000   0.038
  12 2008    9 -11.668 -15.835  10.370 155.000   0.000   0.000   0.008
  12 2008   10 -14.112 -18.613   7.260  57.000   0.857   0.000   0.000
  12 2008   11 -13.057 -16.946  14.170 131.000   0.000   0.000   0.051
  12 2008   12 -20.335 -23.280   7.260  72.000   0.713   0.000   0.000
  12 2008   13  -8.612 -10.556   7.030  52.000   0.888   0.000   0.020
  12 2008   14  -5.112  -7.001  18.090  45.000   0.941   0.000   0.061
  12 2008   15 -20.891 -25.446  17.740 153.000   0.000   0.000   0.127
  12 2008   16 -25.558 -29.669   8.990 133.000   0.000   0.000   0.000
  12 2008   17 -18.057 -22.057   8.990 148.000   0.000   0.000   0.038
  12 2008   18 -19.279 -22.724   3.460 143.000   0.000   0.000   0.000
  12 2008   19 -10.390 -13.223  12.210  41.000   0.965   0.000   0.076
  12 2008   20  -9.279 -11.779   9.910  95.000   0.363   0.000   0.071
  12 2008   21 -16.112 -19.557  14.170  95.000   0.361   0.000   0.061
  12 2008   22 -22.113 -26.002  10.940 141.000   0.000   0.000   0.000
  12 2008   23 -15.501 -19.113   7.720 126.000   0.000   0.000   0.020
  12 2008   24 -15.446 -17.946   6.340 126.000   0.000   0.000   0.061
  12 2008   25 -17.057 -20.335   8.290 136.000   0.000   0.000   0.000
  12 2008   26  -5.167  -8.334  11.290  43.000   0.950   0.000   0.000
  12 2008   27  -0.056  -1.278  11.290  43.000   0.951   0.000   0.013
  12 2008   28  -9.945 -12.945  11.290 131.000   0.000   0.000   0.000
  12 2008   29  -8.112 -12.834  13.590 131.000   0.000   0.000   0.005
  12 2008   30 -14.779 -19.668   8.990  81.000   0.601   0.000   0.000
  12 2008   31 -20.391 -25.669   9.450  81.000   1.000   0.000   0.000
