 This simulation started under the following conditions!
 
 The input simulation start time            4          16        2007
  Month   4   Day  16     2007
  Month   4   Day  17     2007
  Month   4   Day  18     2007
  Month   4   Day  19     2007
  Month   4   Day  20     2007
  Month   4   Day  21     2007
  Month   4   Day  22     2007
  Month   4   Day  23     2007
  Month   4   Day  24     2007
  Month   4   Day  25     2007
  Month   4   Day  26     2007
  Month   4   Day  27     2007
  Month   4   Day  28     2007
  Month   4   Day  29     2007
  Month   4   Day  30     2007
  Month   5   Day   1     2007
  Month   5   Day   2     2007
  Month   5   Day   3     2007
  Month   5   Day   4     2007
  Month   5   Day   5     2007
  Month   5   Day   6     2007
  Month   5   Day   7     2007
  Month   5   Day   8     2007
  Month   5   Day   9     2007
  Month   5   Day  10     2007
  Month   5   Day  11     2007
  Month   5   Day  12     2007
  Month   5   Day  13     2007
  Month   5   Day  14     2007
  Month   5   Day  15     2007
  Month   5   Day  16     2007
  Month   5   Day  17     2007
  Month   5   Day  18     2007
  Month   5   Day  19     2007
  Month   5   Day  20     2007
  Month   5   Day  21     2007
  Month   5   Day  22     2007
  Month   5   Day  23     2007
  Month   5   Day  24     2007
  Month   5   Day  25     2007
  Month   5   Day  26     2007
  Month   5   Day  27     2007
  Month   5   Day  28     2007
  Month   5   Day  29     2007
  Month   5   Day  30     2007
  Month   5   Day  31     2007
  Month   6   Day   1     2007
  Month   6   Day   2     2007
  Month   6   Day   3     2007
  Month   6   Day   4     2007
  Month   6   Day   5     2007
  Month   6   Day   6     2007
  Month   6   Day   7     2007
  Month   6   Day   8     2007
  Month   6   Day   9     2007
  Month   6   Day  10     2007
  Month   6   Day  11     2007
  Month   6   Day  12     2007
  Month   6   Day  13     2007
  Month   6   Day  14     2007
  Month   6   Day  15     2007
  Month   6   Day  16     2007
  Month   6   Day  17     2007
  Month   6   Day  18     2007
  Month   6   Day  19     2007
  Month   6   Day  20     2007
  Month   6   Day  21     2007
  Month   6   Day  22     2007
  Month   6   Day  23     2007
  Month   6   Day  24     2007
  Month   6   Day  25     2007
  Month   6   Day  26     2007
  Month   6   Day  27     2007
  Month   6   Day  28     2007
  Month   6   Day  29     2007
  Month   6   Day  30     2007
  Month   7   Day   1     2007
  Month   7   Day   2     2007
  Month   7   Day   3     2007
  Month   7   Day   4     2007
  Month   7   Day   5     2007
  Month   7   Day   6     2007
  Month   7   Day   7     2007
  Month   7   Day   8     2007
  Month   7   Day   9     2007
  Month   7   Day  10     2007
  Month   7   Day  11     2007
  Month   7   Day  12     2007
  Month   7   Day  13     2007
  Month   7   Day  14     2007
  Month   7   Day  15     2007
  Month   7   Day  16     2007
  Month   7   Day  17     2007
  Month   7   Day  18     2007
  Month   7   Day  19     2007
  Month   7   Day  20     2007
  Month   7   Day  21     2007
  Month   7   Day  22     2007
  Month   7   Day  23     2007
  Month   7   Day  24     2007
  Month   7   Day  25     2007
  Month   7   Day  26     2007
  Month   7   Day  27     2007
  Month   7   Day  28     2007
  Month   7   Day  29     2007
  Month   7   Day  30     2007
  Month   7   Day  31     2007
  Month   8   Day   1     2007
  Month   8   Day   2     2007
  Month   8   Day   3     2007
  Month   8   Day   4     2007
  Month   8   Day   5     2007
  Month   8   Day   6     2007
  Month   8   Day   7     2007
  Month   8   Day   8     2007
  Month   8   Day   9     2007
  Month   8   Day  10     2007
  Month   8   Day  11     2007
  Month   8   Day  12     2007
  Month   8   Day  13     2007
  Month   8   Day  14     2007
  Month   8   Day  15     2007
  Month   8   Day  16     2007
  Month   8   Day  17     2007
  Month   8   Day  18     2007
  Month   8   Day  19     2007
  Month   8   Day  20     2007
  Month   8   Day  21     2007
  Month   8   Day  22     2007
  Month   8   Day  23     2007
  Month   8   Day  24     2007
  Month   8   Day  25     2007
  Month   8   Day  26     2007
  Month   8   Day  27     2007
  Month   8   Day  28     2007
  Month   8   Day  29     2007
  Month   8   Day  30     2007
  Month   8   Day  31     2007
  Month   9   Day   1     2007
  Month   9   Day   2     2007
  Month   9   Day   3     2007
  Month   9   Day   4     2007
  Month   9   Day   5     2007
  Month   9   Day   6     2007
  Month   9   Day   7     2007
  Month   9   Day   8     2007
  Month   9   Day   9     2007
  Month   9   Day  10     2007
  Month   9   Day  11     2007
  Month   9   Day  12     2007
  Month   9   Day  13     2007
  Month   9   Day  14     2007
  Month   9   Day  15     2007
  Month   9   Day  16     2007
  Month   9   Day  17     2007
  Month   9   Day  18     2007
  Month   9   Day  19     2007
  Month   9   Day  20     2007
  Month   9   Day  21     2007
  Month   9   Day  22     2007
  Month   9   Day  23     2007
  Month   9   Day  24     2007
  Month   9   Day  25     2007
  Month   9   Day  26     2007
  Month   9   Day  27     2007
  Month   9   Day  28     2007
  Month   9   Day  29     2007
  Month   9   Day  30     2007
  Month  10   Day   1     2007
  Month  10   Day   2     2007
  Month  10   Day   3     2007
  Month  10   Day   4     2007
  Month  10   Day   5     2007
  Month  10   Day   6     2007
  Month  10   Day   7     2007
  Month  10   Day   8     2007
  Month  10   Day   9     2007
  Month  10   Day  10     2007
  Month  10   Day  11     2007
  Month  10   Day  12     2007
  Month  10   Day  13     2007
  Month  10   Day  14     2007
  Month  10   Day  15     2007
  Month  10   Day  16     2007
  Month  10   Day  17     2007
  Month  10   Day  18     2007
  Month  10   Day  19     2007
  Month  10   Day  20     2007
  Month  10   Day  21     2007
  Month  10   Day  22     2007
  Month  10   Day  23     2007
  Month  10   Day  24     2007
  Month  10   Day  25     2007
  Month  10   Day  26     2007
  Month  10   Day  27     2007
  Month  10   Day  28     2007
  Month  10   Day  29     2007
  Month  10   Day  30     2007
  Month  10   Day  31     2007
  Month  11   Day   1     2007
  Month  11   Day   2     2007
  Month  11   Day   3     2007
  Month  11   Day   4     2007
  Month  11   Day   5     2007
  Month  11   Day   6     2007
  Month  11   Day   7     2007
  Month  11   Day   8     2007
  Month  11   Day   9     2007
  Month  11   Day  10     2007
  Month  11   Day  11     2007
  Month  11   Day  12     2007
  Month  11   Day  13     2007
  Month  11   Day  14     2007
  Month  11   Day  15     2007
  Month  11   Day  16     2007
  Month  11   Day  17     2007
  Month  11   Day  18     2007
  Month  11   Day  19     2007
  Month  11   Day  20     2007
  Month  11   Day  21     2007
  Month  11   Day  22     2007
  Month  11   Day  23     2007
  Month  11   Day  24     2007
  Month  11   Day  25     2007
  Month  11   Day  26     2007
  Month  11   Day  27     2007
  Month  11   Day  28     2007
  Month  11   Day  29     2007
  Month  11   Day  30     2007
  Month  12   Day   1     2007
  Month  12   Day   2     2007
  Month  12   Day   3     2007
  Month  12   Day   4     2007
  Month  12   Day   5     2007    0.26E-01    0.00
  Month  12   Day   6     2007    0.88E-01    0.00
  Month  12   Day   7     2007    0.14E+00    0.01
  Month  12   Day   8     2007    0.17E+00    0.01
  Month  12   Day   9     2007    0.21E+00    0.01
  Month  12   Day  10     2007    0.24E+00    0.01
  Month  12   Day  11     2007    0.26E+00    0.01
  Month  12   Day  12     2007    0.28E+00    0.01
  Month  12   Day  13     2007    0.29E+00    0.01
  Month  12   Day  14     2007    0.31E+00    0.01
  Month  12   Day  15     2007    0.33E+00    0.01
  Month  12   Day  16     2007    0.34E+00    0.01
  Month  12   Day  17     2007    0.36E+00    0.01
  Month  12   Day  18     2007    0.37E+00    0.01
  Month  12   Day  19     2007    0.37E+00    0.01
  Month  12   Day  20     2007    0.37E+00    0.01
  Month  12   Day  21     2007    0.38E+00    0.01
  Month  12   Day  22     2007    0.38E+00    0.01
  Month  12   Day  23     2007    0.38E+00    0.01
  Month  12   Day  24     2007    0.43E+00    0.10
  Month  12   Day  25     2007    0.46E+00    0.10
  Month  12   Day  26     2007    0.46E+00    0.10
  Month  12   Day  27     2007    0.46E+00    0.10
  Month  12   Day  28     2007    0.50E+00    0.11
  Month  12   Day  29     2007    0.50E+00    0.12
  Month  12   Day  30     2007    0.51E+00    0.12
  Month  12   Day  31     2007    0.51E+00    0.12
  Month   1   Day   1     2008    0.51E+00    0.12
  Month   1   Day   2     2008    0.52E+00    0.12
  Month   1   Day   3     2008    0.52E+00    0.12
  Month   1   Day   4     2008    0.53E+00    0.12
  Month   1   Day   5     2008    0.53E+00    0.12
  Month   1   Day   6     2008    0.53E+00    0.12
  Month   1   Day   7     2008    0.53E+00    0.11
  Month   1   Day   8     2008    0.53E+00    0.11
  Month   1   Day   9     2008    0.53E+00    0.11
  Month   1   Day  10     2008    0.53E+00    0.11
  Month   1   Day  11     2008    0.53E+00    0.11
  Month   1   Day  12     2008    0.53E+00    0.12
  Month   1   Day  13     2008    0.54E+00    0.12
  Month   1   Day  14     2008    0.54E+00    0.12
  Month   1   Day  15     2008    0.54E+00    0.12
  Month   1   Day  16     2008    0.59E+00    0.14
  Month   1   Day  17     2008    0.59E+00    0.14
  Month   1   Day  18     2008    0.60E+00    0.15
  Month   1   Day  19     2008    0.60E+00    0.15
  Month   1   Day  20     2008    0.61E+00    0.15
  Month   1   Day  21     2008    0.62E+00    0.15
  Month   1   Day  22     2008    0.63E+00    0.15
  Month   1   Day  23     2008    0.63E+00    0.15
  Month   1   Day  24     2008    0.64E+00    0.15
  Month   1   Day  25     2008    0.65E+00    0.15
  Month   1   Day  26     2008    0.65E+00    0.15
  Month   1   Day  27     2008    0.65E+00    0.15
  Month   1   Day  28     2008    0.66E+00    0.15
  Month   1   Day  29     2008    0.66E+00    0.15
  Month   1   Day  30     2008    0.66E+00    0.15
  Month   1   Day  31     2008    0.67E+00    0.15
  Month   2   Day   1     2008    0.67E+00    0.15
  Month   2   Day   2     2008    0.68E+00    0.15
  Month   2   Day   3     2008    0.68E+00    0.15
  Month   2   Day   4     2008    0.68E+00    0.15
  Month   2   Day   5     2008    0.68E+00    0.15
  Month   2   Day   6     2008    0.68E+00    0.15
  Month   2   Day   7     2008    0.68E+00    0.16
  Month   2   Day   8     2008    0.69E+00    0.16
  Month   2   Day   9     2008    0.69E+00    0.16
  Month   2   Day  10     2008    0.69E+00    0.16
  Month   2   Day  11     2008    0.70E+00    0.16
  Month   2   Day  12     2008    0.71E+00    0.16
  Month   2   Day  13     2008    0.71E+00    0.16
  Month   2   Day  14     2008    0.72E+00    0.16
  Month   2   Day  15     2008    0.77E+00    0.19
  Month   2   Day  16     2008    0.77E+00    0.19
  Month   2   Day  17     2008    0.78E+00    0.19
  Month   2   Day  18     2008    0.78E+00    0.19
  Month   2   Day  19     2008    0.78E+00    0.19
  Month   2   Day  20     2008    0.78E+00    0.19
  Month   2   Day  21     2008    0.79E+00    0.19
  Month   2   Day  22     2008    0.79E+00    0.19
  Month   2   Day  23     2008    0.80E+00    0.19
  Month   2   Day  24     2008    0.80E+00    0.19
  Month   2   Day  25     2008    0.80E+00    0.19
  Month   2   Day  26     2008    0.80E+00    0.19
  Month   2   Day  27     2008    0.80E+00    0.19
  Month   2   Day  28     2008    0.80E+00    0.19
  Month   2   Day  29     2008    0.81E+00    0.19
  Month   3   Day   1     2008    0.81E+00    0.19
  Month   3   Day   2     2008    0.81E+00    0.19
  Month   3   Day   3     2008    0.81E+00    0.20
  Month   3   Day   4     2008    0.81E+00    0.20
  Month   3   Day   5     2008    0.82E+00    0.20
  Month   3   Day   6     2008    0.82E+00    0.21
  Month   3   Day   7     2008    0.82E+00    0.21
  Month   3   Day   8     2008    0.83E+00    0.21
  Month   3   Day   9     2008    0.83E+00    0.21
  Month   3   Day  10     2008    0.83E+00    0.21
  Month   3   Day  11     2008    0.83E+00    0.21
  Month   3   Day  12     2008    0.83E+00    0.18
  Month   3   Day  13     2008    0.83E+00    0.18
  Month   3   Day  14     2008    0.83E+00    0.18
  Month   3   Day  15     2008    0.83E+00    0.18
  Month   3   Day  16     2008    0.83E+00    0.18
  Month   3   Day  17     2008    0.83E+00    0.18
  Month   3   Day  18     2008    0.84E+00    0.18
  Month   3   Day  19     2008    0.83E+00    0.17
  Month   3   Day  20     2008    0.83E+00    0.17
  Month   3   Day  21     2008    0.84E+00    0.17
  Month   3   Day  22     2008    0.84E+00    0.17
  Month   3   Day  23     2008    0.84E+00    0.17
  Month   3   Day  24     2008    0.84E+00    0.17
  Month   3   Day  25     2008    0.84E+00    0.18
  Month   3   Day  26     2008    0.84E+00    0.17
  Month   3   Day  27     2008    0.84E+00    0.17
  Month   3   Day  28     2008    0.84E+00    0.17
  Month   3   Day  29     2008    0.84E+00    0.17
  Month   3   Day  30     2008    0.84E+00    0.17
  Month   3   Day  31     2008    0.84E+00    0.13
  Month   4   Day   1     2008    0.84E+00    0.13
  Month   4   Day   2     2008    0.84E+00    0.13
  Month   4   Day   3     2008    0.84E+00    0.13
  Month   4   Day   4     2008    0.84E+00    0.10
  Month   4   Day   5     2008    0.83E+00    0.05
  Month   4   Day   6     2008    0.79E+00    0.00
  Month   4   Day   7     2008    0.78E+00    0.01
  Month   4   Day   8     2008    0.78E+00    0.08
  Month   4   Day   9     2008    0.78E+00    0.08
  Month   4   Day  10     2008    0.78E+00    0.07
  Month   4   Day  11     2008    0.78E+00    0.04
  Month   4   Day  12     2008    0.78E+00    0.07
  Month   4   Day  13     2008    0.78E+00    0.07
  Month   4   Day  14     2008    0.78E+00    0.07
  Month   4   Day  15     2008    0.77E+00    0.03
  Month   4   Day  16     2008    0.72E+00    0.00
  Month   4   Day  17     2008    0.68E+00    0.00
  Month   4   Day  18     2008    0.65E+00    0.00
